Дата;Бренд;Артикул;Назва товару;Кількість, шт;Сума, грн
Березень 2024;Djeco;DJ09897;"Djeco Набір для розфарбовування ""Сімейка лисиць""";2,000;1 294,08
Квітень 2024;Djeco;DJ00010;"Djeco Набір для виготовлення браслетів дружби ""Серця""";10,000;4 566,36
Квітень 2024;Djeco;DJ00014;"Djeco Набір для виготовлення браслетів дружби ""Веселка Куміхімо""";3,000;1 501,98
Квітень 2024;Djeco;DJ00016;"Djeco Набір для виготовлення браслетів дружби ""Птахи в небі""";14,000;6 422,10
Квітень 2024;Djeco;DJ00017;"Djeco Набір для виготовлення браслетів дружби ""Вишні""";11,000;5 161,80
Квітень 2024;Djeco;DJ00025;"DJECO Набір для виготовлення намиста ""Сріблясті бульбашки""";21,000;9 469,38
Квітень 2024;Djeco;DJ00026;"DJECO Набір для виготовлення намиста ""Золоті бульбашки""";35,000;16 054,80
Квітень 2024;Djeco;DJ00061;"DJECO Художній комплект для малювання ""Свійські тварини""";17,000;5 028,96
Квітень 2024;Djeco;DJ01612;"Djeco Настільна гра ""Рахуй з пінгвінами""";14,000;7 124,88
Квітень 2024;Djeco;DJ01669;"Djeco Розвиваюча гра ""З'єднай тваринок""";2,000;1 014,00
Квітень 2024;Djeco;DJ01698;"Djeco Набір ігор 4в1 ""Лудопарк""";10,000;6 961,14
Квітень 2024;Djeco;DJ02095;"Djeco Ігровий набір для свята ""Піратська вечірка""";1,000;128,40
Квітень 2024;Djeco;DJ02096;"Djeco Ігровий набір для свята ""Вечірка принцес""";1,000;128,40
Квітень 2024;Djeco;DJ05092;"Djeco Карткова гра ""Весела плутанина""";32,000;6 452,88
Квітень 2024;Djeco;DJ05095;"Djeco Карткова гра ""Мотамо""";11,000;2 231,82
Квітень 2024;Djeco;DJ05096;"Djeco Карткова гра ""Містерікс""";42,000;9 099,00
Квітень 2024;Djeco;DJ05098;"Djeco Гра ""Жахливий Бу""";22,000;6 534,45
Квітень 2024;Djeco;DJ05099;"Djeco Гра ""Найкращі собаки""";7,000;2 065,96
Квітень 2024;Djeco;DJ05104;"Djeco Гра ""БатаВаф""";19,000;3 924,42
Квітень 2024;Djeco;DJ05108;"Djeco Гра ""Піполо""";17,000;3 438,00
Квітень 2024;Djeco;DJ05114;"Djeco Гра ""Бата Му""";1,000;128,40
Квітень 2024;Djeco;DJ05115;"Djeco Гра ""Щаслива сімейка""";1,000;218,10
Квітень 2024;Djeco;DJ05116;"Djeco Гра ""MistibOo!""";1,000;128,40
Квітень 2024;Djeco;DJ05117;"Djeco Гра ""Побудуй замок""";70,000;14 325,72
Квітень 2024;Djeco;DJ05120;"Djeco Гра ""Тіп Топ Хлоп""";19,000;3 954,96
Квітень 2024;Djeco;DJ05123;"Djeco Гра ""Горила""";32,000;6 664,56
Квітень 2024;Djeco;DJ05125;"Djeco Гра ""Бата пазл""";3,000;593,40
Квітень 2024;Djeco;DJ05128;"Djeco Гра ""Міні природа""";3,000;623,88
Квітень 2024;Djeco;DJ05136;"Djeco Гра ""Динозаври""";15,000;3 020,88
Квітень 2024;Djeco;DJ05145;"Djeco Гра ""Збери баранчиків""";28,000;5 773,98
Квітень 2024;Djeco;DJ05153;"Djeco Гра ""Занімалка""";35,000;10 549,62
Квітень 2024;Djeco;DJ05161;"Djeco Гра ""Сардини"" ";64,000;18 544,44
Квітень 2024;Djeco;DJ05169;"Djeco Гра ""Гримаси""";11,000;3 132,54
Квітень 2024;Djeco;DJ05172;"Djeco Гра ""Атлетика""";3,000;760,26
Квітень 2024;Djeco;DJ05180;"Djeco Гра ""Лісові пригоди""";7,000;2 007,60
Квітень 2024;Djeco;DJ05181;"Djeco Гра настільна ""Божевільні качки""";2,000;501,40
Квітень 2024;Djeco;DJ05186;"Djeco Гра ""Мармозетки""";3,000;385,20
Квітень 2024;Djeco;DJ05187;"Djeco Гра ""Тріо Монстри""";2,000;260,76
Квітень 2024;Djeco;DJ05188;"Djeco Гра ""Зоопарк""";1,000;312,72
Квітень 2024;Djeco;DJ05193;"Djeco Гра ""Швидкі монстри""";4,000;858,66
Квітень 2024;Djeco;DJ05198;"Djeco Гра ""Супер Рапідо""";1,000;43,14
Квітень 2024;Djeco;DJ05206;"Djeco Гра ""Авалі""";1,000;135,00
Квітень 2024;Djeco;DJ05208;"Djeco Гра настільна бродилка ""Сачки і сходи""";27,000;9 358,32
Квітень 2024;Djeco;DJ05212;"Djeco Гра ""З гусені на метелика""";6,000;1 550,22
Квітень 2024;Djeco;DJ05218;Djeco Набір класичних ігор 12в1;10,000;8 182,68
Квітень 2024;Djeco;DJ05270;"Djeco Гра настільна тактика ""Морський бій""";12,000;5 806,80
Квітень 2024;Djeco;DJ05386;"Djeco Гра міні графік ""Розфарбуй візерунками картинки""";1,000;49,38
Квітень 2024;Djeco;DJ05640;Djeco Конструктор Zig & Go - 28 дет;2,000;1 370,28
Квітень 2024;Djeco;DJ05641;Djeco Конструктор Zig & Go - 27 дет;5,000;4 123,74
Квітень 2024;Djeco;DJ05642;Djeco Конструктор Zig & Go - 25 дет;4,000;2 738,34
Квітень 2024;Djeco;DJ06432;"Djeco Дерев'яний конструктор ""Геонімо""";1,000;505,32
Квітень 2024;Djeco;DJ06481;"Djeco Гра ""Дзеркальні картинки""";9,000;4 105,92
Квітень 2024;Djeco;DJ06641;"Djeco Дерев'яна гра аплікація з молоточком ""Транспорт""";3,000;1 851,12
Квітень 2024;Djeco;DJ06646;"Djeco Дерев'яна гра аплікація з молоточком ""Роботи""";1,000;908,46
Квітень 2024;Djeco;DJ06970;"Djeco Карткова гра ""Міні Містігрі""";9,000;1 635,36
Квітень 2024;Djeco;DJ06971;"Djeco Карткова гра ""Мелі Мело""";11,000;2 415,36
Квітень 2024;Djeco;DJ07900;"Djeco Набір масок з мозаїкою Зроби сам ""Тварини""";16,000;4 190,70
Квітень 2024;Djeco;DJ07901;"Djeco Набір головних прикрас з мозаїкою Зроби сам ""Принцеса""";6,000;1 543,92
Квітень 2024;Djeco;DJ07906;"Djeco Набір Зроби сам ""Скринька""";21,000;7 098,90
Квітень 2024;Djeco;DJ07922;"Djeco Набір Зроби сам ""Космічний калейдоскоп""";25,000;9 076,02
Квітень 2024;Djeco;DJ07955;"Djeco Набір для творчості ""Кітті - дзвіночок""";22,000;6 957,00
Квітень 2024;Djeco;DJ07956;"Djeco Набір для творчості ""Зоряний передзвін""";2,000;640,20
Квітень 2024;Djeco;DJ07970;"Djeco Набір Зроби сам ""Блокнотики""";3,000;929,04
Квітень 2024;Djeco;DJ08131;"Djeco Гра ""Маленькі друзі"" 3в1";2,000;708,24
Квітень 2024;Djeco;DJ08132;"Djeco Набір настільних ігор ""Динозаври""";35,000;14 261,10
Квітень 2024;Djeco;DJ08152;"Djeco Гра ""Знайди емоції""";5,000;557,34
Квітень 2024;Djeco;DJ08178;"Djeco Гра ""Одягни себе""";1,000;81,78
Квітень 2024;Djeco;DJ08179;"Djeco Гра ""Розпорядок дня""";1,000;164,10
Квітень 2024;Djeco;DJ08198;"Djeco Гра настільна ""Анімо Мондо""";19,000;7 592,82
Квітень 2024;Djeco;DJ08310;"Djeco Розвиваюча гра ""Спасіо""";3,000;1 815,86
Квітень 2024;Djeco;DJ08312;"Djeco Розвиваюча гра ""Доповнення""";2,000;737,40
Квітень 2024;Djeco;DJ08358;"Djeco Гра настільна ""Quantitix""";4,000;1 731,06
Квітень 2024;Djeco;DJ08400;"Djeco Настільна гра ""Tulum""";3,000;1 662,66
Квітень 2024;Djeco;DJ08402;"Djeco Настільна гра ""Wonderzoo""";2,000;1 198,68
Квітень 2024;Djeco;DJ08404;"Djeco Гра настільна ""Кольорові кубики""";9,000;5 081,36
Квітень 2024;Djeco;DJ08417;"Djeco Гра ""Блеф пірата""";20,000;11 671,49
Квітень 2024;Djeco;DJ08443;"Djeco Гра ""Pixel Tamgram""";17,000;8 392,98
Квітень 2024;Djeco;DJ08451;"Djeco Настільна гра ""Поліссімо""";34,000;17 207,04
Квітень 2024;Djeco;DJ08454;"Djeco Гра настільна Балансування ""Тотем зен""";3,000;1 719,12
Квітень 2024;Djeco;DJ08463;"Djeco Гра головоломка ""Кразікс""";45,000;18 350,46
Квітень 2024;Djeco;DJ08464;"Djeco Гра головоломка ""Вудікс""";40,000;19 064,16
Квітень 2024;Djeco;DJ08477;"Djeco Настільна гра ""Кубіссімо""";44,000;21 742,02
Квітень 2024;Djeco;DJ08487;"Djeco Гра настільна ""Лабіринт""";3,000;1 026,90
Квітень 2024;Djeco;DJ08526;"Djeco Настільна гра ""Шкарпетковий монстр""";3,000;1 676,10
Квітень 2024;Djeco;DJ08527;"Djeco Настільна гра ""Рапідо Метео""";8,000;3 591,42
Квітень 2024;Djeco;DJ08533;"Djeco Гра настільна ""Маленький магазин""";49,000;24 495,78
Квітень 2024;Djeco;DJ08535;"Djeco Гра ""Катуді""";8,000;4 020,96
Квітень 2024;Djeco;DJ08538;"Djeco Гра ""Мемо Дінго""";20,000;6 876,66
Квітень 2024;Djeco;DJ08540;"Djeco Настільна гра ""Логічний фініш""";7,000;3 189,78
Квітень 2024;Djeco;DJ08542;"Djeco Гра настільна ""Знайди пропажу""";29,000;10 140,84
Квітень 2024;Djeco;DJ08550;"Djeco Настільна гра ""Маленька доріжка""";62,000;25 459,68
Квітень 2024;Djeco;DJ08557;"Djeco Настільна гра балансир ""Пірамідки""";59,000;29 430,91
Квітень 2024;Djeco;DJ08570;"Djeco Гра ""Логіка підземелля""";15,000;6 944,16
Квітень 2024;Djeco;DJ08571;"Djeco Гра ""Пожежники""";17,000;7 246,92
Квітень 2024;Djeco;DJ08577;"Djeco Настільна гра ""Паніка в джунглях""";7,000;2 887,68
Квітень 2024;Djeco;DJ08590;"DJECO Настільна гра ""Архілогіка""";8,000;4 339,20
Квітень 2024;Djeco;DJ08597;"Djeco Гра ""Космічний кіт""";6,000;2 901,36
Квітень 2024;Djeco;DJ08661;"Djeco Художній комплект малювання кольоровим піском і блискітками ""Райдужні рибки""";8,000;3 497,10
Квітень 2024;Djeco;DJ08664;Djeco Художній комплект колаж для найменших, 4 фігурки;33,000;14 813,04
Квітень 2024;Djeco;DJ08678;"Djeco Художній комплект малювання кольоровим піском ""Чудово мило""";18,000;7 780,02
Квітень 2024;Djeco;DJ08776;"Djeco Художній комплект орігамі ""Великі тварини""";1,000;63,90
Квітень 2024;Djeco;DJ08830;"Djeco Набір наліпок 160 шт ""Принцеса""";35,000;2 629,14
Квітень 2024;Djeco;DJ08841;"Djeco Набір наліпок 160 шт ""Тварини""";36,000;2 734,98
Квітень 2024;Djeco;DJ08842;"Djeco Набір наліпок 160 шт ""Маленькі друзі""";43,000;3 274,02
Квітень 2024;Djeco;DJ08844;"Djeco Набір наліпок 160 шт ""Веселий транспорт""";3,000;194,64
Квітень 2024;Djeco;DJ08884;"Djeco Набір наліпок 160 шт ""Чаювання принцес""";29,000;2 134,98
Квітень 2024;Djeco;DJ08885;"Djeco Набір наліпок 160 шт ""Русалки""";20,000;1 535,76
Квітень 2024;Djeco;DJ08886;"Djeco Набір наліпок 160 шт ""Лицарі""";10,000;733,20
Квітень 2024;Djeco;DJ08896;"Djeco Набір для творчості - мозаїка ""На конячці""";1,000;166,14
Квітень 2024;Djeco;DJ08897;"Djeco Набір для творчості - мозаїка ""Білочка""";31,000;11 513,58
Квітень 2024;Djeco;DJ08931;"Djeco Художній комплект з наліпками ""Марінс""";27,000;4 718,30
Квітень 2024;Djeco;DJ08932;"Djeco Набір наліпок для аплікації ""Створи тварину""";29,000;4 959,78
Квітень 2024;Djeco;DJ08934;"Djeco Художній комплект з наліпками ""Каламбур""";30,000;5 155,14
Квітень 2024;Djeco;DJ08952;"Djeco Набір для творчості з наліпками, що переміщуються ""Ярмарок""";9,000;1 751,28
Квітень 2024;Djeco;DJ08953;"Djeco Набір з переміщуваними наліпками ""Пригоди в морі""";13,000;3 185,40
Квітень 2024;Djeco;DJ08966;"Djeco Набір для творчості зі штампами ""Тварини та візерунки""";10,000;6 077,34
Квітень 2024;Djeco;DJ08970;"Djeco Художній комплект ""Рухомі тварини""";5,000;1 767,60
Квітень 2024;Djeco;DJ08977;"Djeco Набір для творчості з фігурками ""Лицарі""";1,000;236,88
Квітень 2024;Djeco;DJ08982;"Djeco Набір для творчості ""Комахи""";38,000;19 174,50
Квітень 2024;Djeco;DJ08997;"Djeco Набір для творчості ""Світ для створення тварин""";9,000;4 980,66
Квітень 2024;Djeco;DJ09015;"Djeco Набір для творчості ""Фантазія""";21,000;17 068,38
Квітень 2024;Djeco;DJ09055;"Djeco Набір для створення колажу ""Обійми""";5,000;1 287,36
Квітень 2024;Djeco;DJ09056;"Djeco Набір для створення колажу ""Знову і знову""";33,000;8 539,56
Квітень 2024;Djeco;DJ09063;"Djeco Художній комплект для малювання водою ""Що заховано в саду?""";22,000;6 215,48
Квітень 2024;Djeco;DJ09064;"Djeco Художній комплект для малювання водою ""Що заховано у лісі?""";50,000;12 857,10
Квітень 2024;Djeco;DJ09065;"Djeco Художній комплект для малювання водою ""Що навколо?""";27,000;7 413,90
Квітень 2024;Djeco;DJ09066;"Djeco Художній комплект для малювання водою ""У дорозі""";25,000;6 628,26
Квітень 2024;Djeco;DJ09071;"Djeco Набір для творчості з наліпками, що переміщуються ""Тварини""";9,000;1 755,90
Квітень 2024;Djeco;DJ09072;"Djeco Набір з переміщуваними наклейками ""Будинок""";12,000;2 679,00
Квітень 2024;Djeco;DJ09073;"Djeco Набір для творчості з наліпками, що переміщуються ""Автомобілі""";10,000;2 145,78
Квітень 2024;Djeco;DJ09074;"Djeco Художній комплект для малювання водою ""В морі, в небі, на землі""";29,000;6 648,60
Квітень 2024;Djeco;DJ09075;"Djeco Художній комплект для малювання водою ""В парку""";26,000;6 092,04
Квітень 2024;Djeco;DJ09077;"Djeco Набір наліпок 120 шт ""Мама і малюк""";1,000;105,00
Квітень 2024;Djeco;DJ09101;"Djeco Гра ""Великі джунглі""";1,000;999,30
Квітень 2024;Djeco;DJ09102;"Djeco Гра ""Кубанімо""";1,000;632,70
Квітень 2024;Djeco;DJ09200;"Djeco Грим для обличчя ""Супер герой""";1,000;147,72
Квітень 2024;Djeco;DJ09212;"Djeco Набір наліпок для обличчя ""Весняна казка""";1,000;63,90
Квітень 2024;Djeco;DJ09216;"Djeco Набір наліпок для обличчя ""Король""";1,000;43,86
Квітень 2024;Djeco;DJ09217;"Djeco Набір наліпок для обличчя ""Дракон""";1,000;43,86
Квітень 2024;Djeco;DJ09218;"Djeco Набір наліпок для обличчя ""Череп""";1,000;50,94
Квітень 2024;Djeco;DJ09230;"Djeco Грим для обличчя, палітра 6 кольорів ""Природа""";90,000;20 114,82
Квітень 2024;Djeco;DJ09231;"Djeco Грим для обличчя, палітра 6 кольорів ""Ніжність""";86,000;19 396,26
Квітень 2024;Djeco;DJ09232;"Djeco Грим для обличчя, палітра 6 кольорів ""Металік""";18,000;3 606,54
Квітень 2024;Djeco;DJ09260;"Djeco Набір наліпок ""Рай""";2,000;114,84
Квітень 2024;Djeco;DJ09263;"Djeco Набір наліпок ""Ретро іграшки""";1,000;57,42
Квітень 2024;Djeco;DJ09264;"Djeco Набір наліпок ""Веселка""";1,000;57,42
Квітень 2024;Djeco;DJ09268;"Djeco Набір наліпок ""Екзотика""";7,000;649,32
Квітень 2024;Djeco;DJ09272;"DJECO Набір наліпок ""Сад""";31,000;2 757,24
Квітень 2024;Djeco;DJ09293;"Djeco Набір для творчості ""Будиночки для тварин""";38,000;26 655,82
Квітень 2024;Djeco;DJ09294;"Djeco Набір для творчості ""Підводний світ""";92,000;60 999,00
Квітень 2024;Djeco;DJ09311;"Djeco Набір для творчості Фабрика мистецтва ""Колесо огляду""";2,000;970,14
Квітень 2024;Djeco;DJ09312;"Djeco Набір для творчості Фабрика мистецтва ""Діадеми""";12,000;5 235,18
Квітень 2024;Djeco;DJ09314;"Djeco Набір для творчості Фабрика мистецтва ""На глибині""";6,000;1 794,24
Квітень 2024;Djeco;DJ09330;"Djeco Набір для творчості ""Світ квітів""";52,000;44 265,66
Квітень 2024;Djeco;DJ09331;"Djeco Набір для творчості ""Світ динозаврів""";21,000;18 381,42
Квітень 2024;Djeco;DJ09332;"Djeco Набір для творчості ""Казкова скринька""";83,000;70 641,42
Квітень 2024;Djeco;DJ09348;"Djeco Набір для творчості ""Проти світла""";12,000;6 544,62
Квітень 2024;Djeco;DJ09373;"DJECO Художній комплект для малювання ""Пустеля""";7,000;3 841,20
Квітень 2024;Djeco;DJ09381;"Djeco Художній комплект для малювання ""Балерина""";24,000;11 185,44
Квітень 2024;Djeco;DJ09409;"Djeco Художній комплект малювання блискітками ""Казкова країна"" ";19,000;8 744,10
Квітень 2024;Djeco;DJ09413;"Djeco Набір для творчості з тасьмою ""Чарівні єдинороги""";2,000;901,92
Квітень 2024;Djeco;DJ09422;"Djeco Набір для творчості - мозаїка ""Глибоко в джунглях""";13,000;6 570,66
Квітень 2024;Djeco;DJ09425;"Djeco Набір для творчості - мозаїка ""Милі тваринки""";29,000;10 708,86
Квітень 2024;Djeco;DJ09436;"Djeco Набір для творчості ""Сад""";8,000;3 116,88
Квітень 2024;Djeco;DJ09437;"Djeco Набір для творчості ""Ніч""";6,000;2 163,24
Квітень 2024;Djeco;DJ09460;"Djeco Художні патчі металізовані ""Мелодії""";2,000;565,62
Квітень 2024;Djeco;DJ09461;"Djeco Художні патчі металізовані ""Природа""";2,000;461,10
Квітень 2024;Djeco;DJ09462;"Djeco Художні патчі металізовані ""Космос""";3,000;932,34
Квітень 2024;Djeco;DJ09463;"Djeco Художні патчі металізовані ""Динозаври""";6,000;1 887,96
Квітень 2024;Djeco;DJ09464;"Djeco Художні патчі з блискітками ""Феї""";5,000;1 526,06
Квітень 2024;Djeco;DJ09465;"Djeco Художні патчі з блискітками ""Пелюстки""";2,000;576,84
Квітень 2024;Djeco;DJ09466;"Djeco Художні патчі з блискітками ""Океан""";5,000;1 591,14
Квітень 2024;Djeco;DJ09467;"Djeco Художні патчі з вельветом ""Легкість""";3,000;856,80
Квітень 2024;Djeco;DJ09468;"Djeco Художні патчі з вельветом ""Прекрасні діви""";10,000;2 816,40
Квітень 2024;Djeco;DJ09469;"Djeco Художні патчі з вельветом ""Маленькі тварини""";2,000;562,32
Квітень 2024;Djeco;DJ09470;"Djeco Художні патчі з блискітками ""Солодощі""";5,000;1 398,96
Квітень 2024;Djeco;DJ09471;"Djeco Художні патчі з вельветом ""Савана""";2,000;481,26
Квітень 2024;Djeco;DJ09496;"Djeco Художній комплект для творчості, пластик ""Райдужний кінь""";1,000;332,70
Квітень 2024;Djeco;DJ09498;Djeco Набір для створення аксесуарів для волосся;22,000;6 209,82
Квітень 2024;Djeco;DJ09499;Djeco Набір для створення каблучок;8,000;2 436,36
Квітень 2024;Djeco;DJ09500;"Djeco Художній комплект малювання блискітками ""Блискучі вбрання""";4,000;1 615,92
Квітень 2024;Djeco;DJ09501;"Djeco Художній комплект малювання блискітками ""Птахи з блискітками""";1,000;450,96
Квітень 2024;Djeco;DJ09503;"Djeco Художній комплект малювання блискітками ""Блискучі метелики""";18,000;7 304,34
Квітень 2024;Djeco;DJ09507;"Djeco Художній комплект малювання блискітками ""Сяючі русалки""";16,000;6 506,94
Квітень 2024;Djeco;DJ09508;"Djeco Художній комплект малювання блискітками ""Аромат квітів""";21,000;8 429,40
Квітень 2024;Djeco;DJ09509;"Djeco Художній комплект малювання кольоровими блискітками ""Тропіки""";16,000;6 841,50
Квітень 2024;Djeco;DJ09513;"Djeco Художній комплект ""Чарівність""";1,000;276,78
Квітень 2024;Djeco;DJ09514;"Djeco Художній комплект ""Світлячки""";2,000;708,36
Квітень 2024;Djeco;DJ09521;"Djeco Набір для творчості ""Шикарні птахи""";2,000;1 019,40
Квітень 2024;Djeco;DJ09522;"Djeco Набір для творчості ""Райські пташки""";13,000;5 922,72
Квітень 2024;Djeco;DJ09524;"Djeco Художній комплект малювання кольоровим піском ""Чарівний карнавал""";14,000;6 441,24
Квітень 2024;Djeco;DJ09559;"Djeco Комікс ""Сейлор і Гіпсі""";1,000;218,10
Квітень 2024;Djeco;DJ09575;"Djeco Набір наліпок на тіло ""Єдиноріг""";67,000;7 789,02
Квітень 2024;Djeco;DJ09579;"Djeco Набір наліпок на тіло ""Забавні маленькі картинки""";36,000;4 392,66
Квітень 2024;Djeco;DJ09584;"Djeco Набір наліпок на тіло ""Пірати""";71,000;8 340,90
Квітень 2024;Djeco;DJ09585;"Djeco Набір наліпок на тіло ""Польові квіти""";113,000;12 815,04
Квітень 2024;Djeco;DJ09586;"Djeco Набір наліпок на тіло ""Фіона""";50,000;5 816,76
Квітень 2024;Djeco;DJ09587;"Djeco Набір наліпок на тіло ""Дженіс""";77,000;9 043,50
Квітень 2024;Djeco;DJ09590;"Djeco Набір наліпок на тіло ""Космос""";41,000;4 783,26
Квітень 2024;Djeco;DJ09591;"Djeco Набір наліпок на тіло ""Щаслива весна""";46,000;5 246,82
Квітень 2024;Djeco;DJ09596;"Djeco Набір наліпок на тіло з райдужним переливом ""Талісмани""";42,000;4 740,84
Квітень 2024;Djeco;DJ09601;"Djeco Тату для тіла ""Містичні тварини""";1,000;50,94
Квітень 2024;Djeco;DJ09602;"Djeco Тату для тіла ""Індія""";1,000;50,94
Квітень 2024;Djeco;DJ09612;"Djeco Набір наліпок на тіло ""Ласощі""";24,000;2 896,32
Квітень 2024;Djeco;DJ09615;"Djeco Набір наліпок на тіло ""Яскраві пташки""";57,000;6 554,22
Квітень 2024;Djeco;DJ09621;"Djeco Художній комплект для малювання ""Птах""";1,000;57,24
Квітень 2024;Djeco;DJ09624;"Djeco Художній комплект для малювання ""Забавні тварини""";4,000;581,28
Квітень 2024;Djeco;DJ09628;"Djeco Художній комплект для малювання - розмальовка ""Глибоке море""";3,000;305,52
Квітень 2024;Djeco;DJ09646;"Djeco Художній комплект для малювання - розмальовка ""Підводний світ""";1,000;22,56
Квітень 2024;Djeco;DJ09657;"Djeco Художній комплект для малювання - розмальовка ""Лісові друзі""";2,000;164,58
Квітень 2024;Djeco;DJ09668;"Djeco Набір для творчості паперова фігура ""Містер Боксер""";2,000;110,04
Квітень 2024;Djeco;DJ09707;"Djeco Набір для скретчингу ""Вишукані сукні""";9,000;1 785,78
Квітень 2024;Djeco;DJ09736;"Djeco Набір скретч - наліпок ""Діамант""";5,000;866,94
Квітень 2024;Djeco;DJ09737;"Djeco Набір скретч - наліпок ""Метал""";5,000;797,26
Квітень 2024;Djeco;DJ09741;"Djeco Набір трафаретів ""Азія""";1,000;23,88
Квітень 2024;Djeco;DJ09807;"Djeco Набір для творчості з дерев'яними намистинами ""Маленькі тварини""";19,000;5 316,90
Квітень 2024;Djeco;DJ09808;"Djeco Набір для творчості з дерев'яними намистинами ""Квіти""";32,000;9 018,00
Квітень 2024;Djeco;DJ09809;"Djeco Набір для творчості з дерев'яними намистинами ""Пташки""";34,000;9 590,34
Квітень 2024;Djeco;DJ09810;"Djeco Набір для творчості з дерев'яними намистинами ""Метелики""";88,000;24 781,74
Квітень 2024;Djeco;DJ09837;"DJECO Набір для виготовлення обручів ""Скарби мрій""";17,000;9 520,80
Квітень 2024;Djeco;DJ09838;"Djeco Набір для плетіння браслетів ""Яскраві браслети""";65,000;32 120,40
Квітень 2024;Djeco;DJ09839;"Djeco Набір для виготовлення прикрас ""Намистинки""";42,000;16 897,02
Квітень 2024;Djeco;DJ09861;"Djeco Набір для творчості ""Всі друзі""";2,000;506,46
Квітень 2024;Djeco;DJ09863;"Djeco Художній комплект аплікація ""М'які істоти""";35,000;11 025,09
Квітень 2024;Djeco;DJ09864;"Djeco Художній комплект аплікація ""Солодка природа""";40,000;13 079,28
Квітень 2024;Djeco;DJ09867;"Djeco Набір для творчості ""М'які собаки""";102,000;43 145,28
Квітень 2024;Djeco;DJ09868;"Djeco Набір для творчості ""Кучеряві тварини""";44,000;14 398,14
Квітень 2024;Djeco;DJ09869;"Djeco Художній комплект колаж ""Весела піна""";23,000;9 454,14
Квітень 2024;Djeco;DJ09871;"Djeco Набір для творчості ""Пухнасті тварини""";34,000;15 584,57
Квітень 2024;Djeco;DJ09888;"Djeco Набір для творчості ""Охайно, але весело""";17,000;7 012,80
Квітень 2024;Djeco;DJ09897;"Djeco Набір для розфарбовування ""Сімейка лисиць""";16,000;9 943,74
Травень 2024;Djeco;DJ00010;"Djeco Набір для виготовлення браслетів дружби ""Серця""";6,000;2 916,96
Травень 2024;Djeco;DJ00014;"Djeco Набір для виготовлення браслетів дружби ""Веселка Куміхімо""";5,000;2 414,46
Травень 2024;Djeco;DJ00016;"Djeco Набір для виготовлення браслетів дружби ""Птахи в небі""";6,000;2 790,84
Травень 2024;Djeco;DJ00017;"Djeco Набір для виготовлення браслетів дружби ""Вишні""";6,000;2 676,00
Травень 2024;Djeco;DJ00025;"DJECO Набір для виготовлення намиста ""Сріблясті бульбашки""";18,000;9 003,42
Травень 2024;Djeco;DJ00026;"DJECO Набір для виготовлення намиста ""Золоті бульбашки""";22,000;10 728,60
Травень 2024;Djeco;DJ00061;"DJECO Художній комплект для малювання ""Свійські тварини""";10,000;3 102,12
Травень 2024;Djeco;DJ01612;"Djeco Настільна гра ""Рахуй з пінгвінами""";9,000;5 292,66
Травень 2024;Djeco;DJ01661;"Djeco Гра розвиваюча ""Bingonimo""";1,000;199,68
Травень 2024;Djeco;DJ01663;"Djeco Розвиваюча гра ""Застібки""";24,000;9 100,86
Травень 2024;Djeco;DJ01666;"Djeco Розвиваюча гра ""Ремінці""";14,000;5 345,28
Травень 2024;Djeco;DJ01669;"Djeco Розвиваюча гра ""З'єднай тваринок""";11,000;3 554,34
Травень 2024;Djeco;DJ01697;"Djeco Розвиваюча гра ""КлеоТрікот""";1,000;115,02
Травень 2024;Djeco;DJ01698;"Djeco Набір ігор 4в1 ""Лудопарк""";6,000;4 251,30
Травень 2024;Djeco;DJ02095;"Djeco Ігровий набір для свята ""Піратська вечірка""";4,000;513,60
Травень 2024;Djeco;DJ02096;"Djeco Ігровий набір для свята ""Вечірка принцес""";4,000;543,30
Травень 2024;Djeco;DJ05092;"Djeco Карткова гра ""Весела плутанина""";14,000;3 306,60
Травень 2024;Djeco;DJ05095;"Djeco Карткова гра ""Мотамо""";61,000;12 057,36
Травень 2024;Djeco;DJ05096;"Djeco Карткова гра ""Містерікс""";23,000;5 410,68
Травень 2024;Djeco;DJ05098;"Djeco Гра ""Жахливий Бу""";16,000;5 002,30
Травень 2024;Djeco;DJ05099;"Djeco Гра ""Найкращі собаки""";40,000;9 733,14
Травень 2024;Djeco;DJ05104;"Djeco Гра ""БатаВаф""";10,000;2 223,24
Травень 2024;Djeco;DJ05105;"Djeco Гра ""Містігрі""";3,000;699,66
Травень 2024;Djeco;DJ05108;"Djeco Гра ""Піполо""";14,000;3 224,22
Травень 2024;Djeco;DJ05109;"Djeco Гра ""CRIDANIMO""";4,000;513,60
Травень 2024;Djeco;DJ05114;"Djeco Гра ""Бата Му""";4,000;513,60
Травень 2024;Djeco;DJ05115;"Djeco Гра ""Щаслива сімейка""";1,000;218,10
Травень 2024;Djeco;DJ05116;"Djeco Гра ""MistibOo!""";2,000;256,80
Травень 2024;Djeco;DJ05117;"Djeco Гра ""Побудуй замок""";44,000;10 900,08
Травень 2024;Djeco;DJ05118;"Djeco Гра ""Bataflash""";1,000;225,18
Травень 2024;Djeco;DJ05120;"Djeco Гра ""Тіп Топ Хлоп""";13,000;3 132,84
Травень 2024;Djeco;DJ05123;"Djeco Гра ""Горила""";16,000;3 510,30
Травень 2024;Djeco;DJ05125;"Djeco Гра ""Бата пазл""";10,000;1 552,38
Травень 2024;Djeco;DJ05127;"Djeco Гра ""Пітіт Кемс""";3,000;448,02
