Дата;Бренд;Артикул;Назва товару;Кількість, шт;Сума, грн
Січень 2024;Djeco;DJ08842;"Djeco Набір наліпок 160 шт ""Маленькі друзі""";230,000;20 893,20
Січень 2024;Djeco;DJ00804;"Djeco Настільна гра ""Помпон""";12,000;6 850,08
Січень 2024;Djeco;DJ05145;"Djeco Гра ""Збери баранчиків""";96,000;19 146,24
Січень 2024;Djeco;DJ08760;"Djeco Художній комплект орігамі ""Літаки""";10,000;1 422,60
Січень 2024;Djeco;DJ08830;"Djeco Набір наліпок 160 шт ""Принцеса""";360,000;26 546,40
Січень 2024;Djeco;DJ08932;"Djeco Набір наліпок для аплікації ""Створи тварину""";180,000;30 758,40
Січень 2024;Djeco;DJ09056;"Djeco Набір для створення колажу ""Знову і знову""";150,000;36 774,00
Січень 2024;Djeco;DJ09437;"Djeco Набір для творчості ""Ніч""";246,000;91 231,56
Січень 2024;Djeco;DJ09507;"Djeco Художній комплект малювання блискітками ""Сяючі русалки""";144,000;57 516,48
Січень 2024;Djeco;DJ09526;"Djeco Набір для творчості ""Підйом!""";6,000;2 567,88
Січень 2024;Djeco;DJ09545;"DJECO Набір для розфарбовування ""Ребекка та друзі""";10,000;1 708,80
Січень 2024;Djeco;DJ09575;"Djeco Набір наліпок на тіло ""Єдиноріг""";200,000;22 740,00
Січень 2024;Djeco;DJ09591;"Djeco Набір наліпок на тіло ""Щаслива весна""";80,000;9 096,00
Січень 2024;Djeco;DJ00030;"Djeco Набір для плетіння браслетів ""Срібний алфавіт""";8,000;3 652,80
Січень 2024;Djeco;DJ05136;"Djeco Гра ""Динозаври""";96,000;19 146,24
Січень 2024;Djeco;DJ05153;"Djeco Гра ""Занімалка""";64,000;18 247,68
Січень 2024;Djeco;DJ08884;"Djeco Набір наліпок 160 шт ""Чаювання принцес""";100,000;7 374,00
Січень 2024;Djeco;DJ09454;"Djeco Набір для творчості ""Квіткові віночки""";6,000;3 082,32
Січень 2024;Djeco;DJ09654;"Djeco Набір для творчості ""Рухливі феєчки""";10,000;1 994,40
Січень 2024;Djeco;DJ09839;"Djeco Набір для виготовлення прикрас ""Намистинки""";200,000;79 884,00
Січень 2024;Djeco;DJ09888;"Djeco Набір для творчості ""Охайно, але весело""";288,000;115 032,96
Січень 2024;Djeco;DJ07962;"Djeco Ловець снів Зроби сам ""Русалонька""";6,000;1 985,04
Січень 2024;Djeco;DJ08527;"Djeco Настільна гра ""Рапідо Метео""";210,000;95 886,00
Січень 2024;Djeco;DJ08590;"DJECO Настільна гра ""Архілогіка""";78,000;37 842,48
Січень 2024;Djeco;DJ08953;"Djeco Набір з переміщуваними наліпками ""Пригоди в морі""";72,000;16 416,00
Січень 2024;Djeco;DJ09064;"Djeco Художній комплект для малювання водою ""Що заховано у лісі?""";250,000;64 140,00
Січень 2024;Djeco;DJ09331;"Djeco Набір для творчості ""Світ динозаврів""";120,000;102 787,20
Січень 2024;Djeco;DJ09380;"DJECO Художній комплект для малювання ""Уві сні""";8,000;3 652,80
Січень 2024;Djeco;DJ09427;"Djeco Набір для творчості - мозаїка ""Карибський басейн""";6,000;2 396,52
Січень 2024;Djeco;DJ09690;"Djeco Художній комплект з паперовими ляльками ""Пори року""";12,000;2 599,20
Січень 2024;Djeco;DJ09837;"DJECO Набір для виготовлення обручів ""Скарби мрій""";80,000;43 382,40
Січень 2024;Djeco;DJ00025;"DJECO Набір для виготовлення намиста ""Сріблясті бульбашки""";224,000;102 278,40
Січень 2024;Djeco;DJ05120;"Djeco Гра ""Тіп Топ Хлоп""";64,000;12 764,16
Січень 2024;Djeco;DJ05232;"Djeco Настільна гра ""Гуси""";6,000;2 053,80
Січень 2024;Djeco;DJ09378;"DJECO Набір для скретчинга ""Південь""";10,000;2 166,00
Січень 2024;Djeco;DJ09503;"Djeco Художній комплект малювання блискітками ""Блискучі метелики""";60,000;23 965,20
Січень 2024;Djeco;DJ09585;"Djeco Набір наліпок на тіло ""Польові квіти""";250,000;28 425,00
Січень 2024;Djeco;DJ09869;"Djeco Художній комплект колаж ""Весела піна""";204,000;81 481,68
Січень 2024;Djeco;DJ08982;"Djeco Набір для творчості ""Комахи""";120,000;65 073,60
Січень 2024;Djeco;DJ09332;"Djeco Набір для творчості ""Казкова скринька""";168,000;182 306,88
Січень 2024;Djeco;DJ09425;"Djeco Набір для творчості - мозаїка ""Милі тваринки""";96,000;43 833,60
Січень 2024;Djeco;DJ08842;"Djeco Набір наліпок 160 шт ""Маленькі друзі""";100,000;9 084,00
Січень 2024;Djeco;DJ08982;"Djeco Набір для творчості ""Комахи""";120,000;65 073,60
Січень 2024;Djeco;DJ09244;"Djeco Наліпки на нігті ""Середземномор'я""";10,000;1 594,20
Січень 2024;Djeco;DJ09332;"Djeco Набір для творчості ""Казкова скринька""";240,000;260 438,40
Січень 2024;Djeco;DJ09408;"Djeco Набір для творчості ""Міфічні істоти""";6,000;4 110,84
Січень 2024;Djeco;DJ09425;"Djeco Набір для творчості - мозаїка ""Милі тваринки""";96,000;43 833,60
Січень 2024;Djeco;DJ09961;"Djeco Набір для фокусів ""Магічні карти""";12,000;6 850,08
Січень 2024;Djeco;DJ00806;"Djeco Настільна гра ""ОктоПуш""";12,000;9 593,28
Січень 2024;Djeco;DJ00815;"Djeco Настільна гра ""Червоний віслюк""";6,000;3 425,04
Січень 2024;Djeco;DJ05126;"Djeco Гра ""M?chanlou""";8,000;2 052,48
Січень 2024;Djeco;DJ05148;"Djeco Гра ""Котакоте""";8,000;2 280,96
Січень 2024;Djeco;DJ06516;"Djeco Гра ""OSCAR & CANNELLE""";32,000;22 473,60
Січень 2024;Djeco;DJ05098;"Djeco Гра ""Жахливий Бу""";80,000;27 384,00
Січень 2024;Djeco;DJ05108;"Djeco Гра ""Піполо""";80,000;20 524,80
Січень 2024;Djeco;DJ05161;"Djeco Гра ""Сардини"" ";160,000;63 907,20
Січень 2024;Djeco;DJ05218;Djeco Набір класичних ігор 12в1;150,000;137 061,00
Січень 2024;Djeco;DJ05219;Djeco Набір класичних ігор;6,000;7 196,40
Січень 2024;Djeco;DJ09330;"Djeco Набір для творчості ""Світ квітів""";108,000;117 197,28
Січень 2024;Djeco;DJ09590;"Djeco Набір наліпок на тіло ""Космос""";120,000;17 071,20
Січень 2024;Djeco;DJ09699;"DJECO Набір для розфарбовування ""Маленькі віконця Пупі""";300,000;42 678,00
Січень 2024;Djeco;DJ09808;"Djeco Набір для творчості з дерев'яними намистинами ""Квіти""";120,000;41 076,00
Січень 2024;Djeco;DJ09809;"Djeco Набір для творчості з дерев'яними намистинами ""Пташки""";48,000;16430,40
Січень 2024;Djeco;DJ09867;"Djeco Набір для творчості ""М'які собаки""";366,000;188 021,52
Січень 2024;Djeco;DJ05079;"DJECO Карткова гра ""Приховані тварини""";24,000;6 157,44
Січень 2024;Djeco;DJ05081;"DJECO Карткова гра ""Колода Дракона""";24,000;6 157,44
Січень 2024;Djeco;DJ05104;"Djeco Гра ""БатаВаф""";80,000;20 524,80
Січень 2024;Djeco;DJ07901;"Djeco Набір головних прикрас з мозаїкою Зроби сам ""Принцеса""";48,000;12 314,88
Січень 2024;Djeco;DJ07961;"Djeco Ловець снів Зроби сам ""Сова""";6,000;1 985,04
Січень 2024;Djeco;DJ08897;"Djeco Набір для творчості - мозаїка ""Білочка""";150,000;55 629,00
Січень 2024;Djeco;DJ08997;"Djeco Набір для творчості ""Світ для створення тварин""";84,000;45 551,52
Січень 2024;Djeco;DJ09375;"DJECO Художній комплект для малювання ""Чарівна мить""";10,000;2 737,20
Січень 2024;Djeco;DJ09381;"Djeco Художній комплект для малювання ""Балерина""";96,000;43 833,60
Січень 2024;Djeco;DJ09508;"Djeco Художній комплект малювання блискітками ""Аромат квітів""";120,000;47 930,40
Січень 2024;Djeco;DJ09864;"Djeco Художній комплект аплікація ""Солодка природа""";276,000;86 592,24
Січень 2024;Djeco;DJ09871;"Djeco Набір для творчості ""Пухнасті тварини""";96,000;43 833,60
Листопад 2024;Djeco;DJ05096;"Djeco Карткова гра ""Містерікс""";120,000;30 787,20
Листопад 2024;Djeco;DJ05117;"Djeco Гра ""Побудуй замок""";104,000;26 682,24
Листопад 2024;Djeco;DJ05176;"Djeco Гра ""Додо""";24,000;9 586,08
Листопад 2024;Djeco;DJ05208;"Djeco Гра настільна бродилка ""Сачки і сходи""";96,000;38344,32
Листопад 2024;Djeco;DJ09241;"Djeco Наліпки на нігті ""Маленькі квіти""";10,000;1 594,20
Листопад 2024;Djeco;DJ09242;"Djeco Наліпки на нігті ""Милашки""";20,000;3 188,40
Листопад 2024;Djeco;DJ09437;"Djeco Набір для творчості ""Ніч""";36,000;14 379,12
Листопад 2024;Djeco;DJ09507;"Djeco Художній комплект малювання блискітками ""Сяючі русалки""";84,000;43 152,48
Листопад 2024;Djeco;DJ09575;"Djeco Набір наліпок на тіло ""Єдиноріг""";180,000;25 606,80
Листопад 2024;Djeco;DJ09591;"Djeco Набір наліпок на тіло ""Щаслива весна""";150,000;21 339,00
Листопад 2024;Djeco;DJ00058;"Djeco Набір фігурних наліпок ""Птахи""";240,000;41 011,20
Листопад 2024;Djeco;DJ05123;"Djeco Гра ""Горила""";104,000;26682,24
Листопад 2024;Djeco;DJ05225;"Djeco Настільна гра ""Шахи""";8,000;4 566,72
Листопад 2024;Djeco;DJ06970;"Djeco Карткова гра ""Міні Містігрі""";48,000;8 202,24
Листопад 2024;Djeco;DJ00813;"Djeco Настільна гра ""Солітер""";24,000;13 700,16
Листопад 2024;Djeco;DJ00823;"Djeco Набір для творчості ""Намалюй жука""";12,000;6164,64
Листопад 2024;Djeco;DJ01698;"Djeco Набір ігор 4в1 ""Лудопарк""";156,000;124 712,64
Листопад 2024;Djeco;DJ05085;"DJECO Карткова гра ""Рок-гурт""";8,000;2052,48
Вересень 2024;Djeco;DJ09498;Djeco Набір для створення аксесуарів для волосся;48,000;15059,52
Вересень 2024;Djeco;DJ09870;"Djeco Набір для творчості паперові фігури ""Сніп сніп""";6,000;1 196,64
Листопад 2024;Djeco;DJ09065;"Djeco Художній комплект для малювання водою ""Що навколо?""";80,000;25 099,20
Листопад 2024;Djeco;DJ09292;"DJECO Набір для творчості ""Котик та його друзі""";216,000;172 679,04
Листопад 2024;Djeco;DJ09428;"DJECO Набір для творчості ""В країні чудес""";246,000;126 375,12
Листопад 2024;Djeco;DJ09964;"Djeco Набір фокусів ""20 хитрощів""";12,000;13 707,36
Листопад 2024;Djeco;DJ00088;"Djeco Набір для творчості ""Спереду, ззаду, спереду""";10,000;2 565,60
Листопад 2024;Djeco;DJ05092;"Djeco Карткова гра ""Весела плутанина""";136,000;34892,16
Листопад 2024;Djeco;DJ05169;"Djeco Гра ""Гримаси""";64,000;25562,88
Листопад 2024;Djeco;DJ06972;"Djeco Настільна гра ""Маленька вечірка""";18,000;17 475,48
Листопад 2024;Djeco;DJ06980;"Djeco Міс Ліліпінк - Набір наклейок ""Ліліроза""";10,000;2 166,00
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
