weights,w_base,w_v12ext,w_v11g93,w_chronos_ft,w_v12ext_g93,OOF_recency,OOF_bias_recency_pct
"[0.625, 0.125, 0.025, 0.2, 0.025]",0.625,0.125,0.025,0.2,0.025,0.44874,-4.026400000000001
"[0.6, 0.125, 0.025, 0.2, 0.05]",0.6,0.125,0.025,0.2,0.05,0.44959,-4.1452
"[0.825, 0.125, 0.05, 0.0, 0.0]",0.825,0.125,0.05,0.0,0.0,0.41276,-1.7886
"[0.8, 0.125, 0.05, 0.0, 0.025]",0.8,0.125,0.05,0.0,0.025,0.41317000000000004,-1.9076
"[0.775, 0.125, 0.05, 0.0, 0.05]",0.775,0.125,0.05,0.0,0.05,0.41368000000000005,-2.0261
"[0.75, 0.125, 0.05, 0.0, 0.075]",0.75,0.125,0.05,0.0,0.075,0.41420999999999997,-2.1444
"[0.725, 0.125, 0.05, 0.0, 0.1]",0.725,0.125,0.05,0.0,0.1,0.41476999999999997,-2.2632
"[0.7, 0.125, 0.05, 0.0, 0.125]",0.7,0.125,0.05,0.0,0.125,0.4153,-2.382
"[0.675, 0.125, 0.05, 0.0, 0.15]",0.675,0.125,0.05,0.0,0.15,0.41591,-2.5008
"[0.625, 0.125, 0.05, 0.0, 0.2]",0.625,0.125,0.05,0.0,0.2,0.41708999999999996,-2.7386
"[0.8, 0.125, 0.05, 0.025, 0.0]",0.8,0.125,0.05,0.025,0.0,0.41511,-2.0737
"[0.775, 0.125, 0.05, 0.025, 0.025]",0.775,0.125,0.05,0.025,0.025,0.41564,-2.1925
"[0.75, 0.125, 0.05, 0.025, 0.05]",0.75,0.125,0.05,0.025,0.05,0.41612,-2.3113
"[0.725, 0.125, 0.05, 0.025, 0.075]",0.725,0.125,0.05,0.025,0.075,0.41664999999999996,-2.4301000000000004
"[0.7, 0.125, 0.05, 0.025, 0.1]",0.7,0.125,0.05,0.025,0.1,0.41723,-2.5489
"[0.675, 0.125, 0.05, 0.025, 0.125]",0.675,0.125,0.05,0.025,0.125,0.41778000000000004,-2.6672
"[0.65, 0.125, 0.05, 0.025, 0.15]",0.65,0.125,0.05,0.025,0.15,0.41836,-2.786
"[0.6, 0.125, 0.05, 0.025, 0.2]",0.6,0.125,0.05,0.025,0.2,0.41963,-3.0235
"[0.775, 0.125, 0.05, 0.05, 0.0]",0.775,0.125,0.05,0.05,0.0,0.41808,-2.3589
"[0.75, 0.125, 0.05, 0.05, 0.025]",0.75,0.125,0.05,0.05,0.025,0.41863,-2.4777
"[0.725, 0.125, 0.05, 0.05, 0.05]",0.725,0.125,0.05,0.05,0.05,0.41915,-2.5965
"[0.7, 0.125, 0.05, 0.05, 0.075]",0.7,0.125,0.05,0.05,0.075,0.41969999999999996,-2.7153
"[0.675, 0.125, 0.05, 0.05, 0.1]",0.675,0.125,0.05,0.05,0.1,0.4203,-2.8341000000000003
"[0.65, 0.125, 0.05, 0.05, 0.125]",0.65,0.125,0.05,0.05,0.125,0.4209,-2.9526
"[0.625, 0.125, 0.05, 0.05, 0.15]",0.625,0.125,0.05,0.05,0.15,0.42155,-3.0716
"[0.75, 0.125, 0.05, 0.075, 0.0]",0.75,0.125,0.05,0.075,0.0,0.42164,-2.6441
"[0.725, 0.125, 0.05, 0.075, 0.025]",0.725,0.125,0.05,0.075,0.025,0.42226,-2.7629
"[0.7, 0.125, 0.05, 0.075, 0.05]",0.7,0.125,0.05,0.075,0.05,0.42283000000000004,-2.8814
"[0.675, 0.125, 0.05, 0.075, 0.075]",0.675,0.125,0.05,0.075,0.075,0.42348,-3.0002
"[0.65, 0.125, 0.05, 0.075, 0.1]",0.65,0.125,0.05,0.075,0.1,0.42417000000000005,-3.119
"[0.625, 0.125, 0.05, 0.075, 0.125]",0.625,0.125,0.05,0.075,0.125,0.42491,-3.2379999999999995
"[0.6, 0.125, 0.05, 0.075, 0.15]",0.6,0.125,0.05,0.075,0.15,0.42569999999999997,-3.3568
"[0.725, 0.125, 0.05, 0.1, 0.0]",0.725,0.125,0.05,0.1,0.0,0.42600000000000005,-2.9290000000000003
"[0.7, 0.125, 0.05, 0.1, 0.025]",0.7,0.125,0.05,0.1,0.025,0.42674,-3.0477999999999996
"[0.675, 0.125, 0.05, 0.1, 0.05]",0.675,0.125,0.05,0.1,0.05,0.42743,-3.1666
"[0.65, 0.125, 0.05, 0.1, 0.075]",0.65,0.125,0.05,0.1,0.075,0.42818999999999996,-3.2854
"[0.625, 0.125, 0.05, 0.1, 0.1]",0.625,0.125,0.05,0.1,0.1,0.42896999999999996,-3.4044
"[0.6, 0.125, 0.05, 0.1, 0.125]",0.6,0.125,0.05,0.1,0.125,0.42971000000000004,-3.5232
"[0.7, 0.125, 0.05, 0.125, 0.0]",0.7,0.125,0.05,0.125,0.0,0.43113999999999997,-3.2142000000000004
"[0.675, 0.125, 0.05, 0.125, 0.025]",0.675,0.125,0.05,0.125,0.025,0.43185,-3.333
"[0.65, 0.125, 0.05, 0.125, 0.05]",0.65,0.125,0.05,0.125,0.05,0.43261000000000005,-3.4517999999999995
"[0.625, 0.125, 0.05, 0.125, 0.075]",0.625,0.125,0.05,0.125,0.075,0.43333999999999995,-3.5708
"[0.6, 0.125, 0.05, 0.125, 0.1]",0.6,0.125,0.05,0.125,0.1,0.43415,-3.6896000000000004
"[0.675, 0.125, 0.05, 0.15, 0.0]",0.675,0.125,0.05,0.15,0.0,0.43668,-3.4993999999999996
"[0.65, 0.125, 0.05, 0.15, 0.025]",0.65,0.125,0.05,0.15,0.025,0.43749000000000005,-3.6182000000000003
"[0.625, 0.125, 0.05, 0.15, 0.05]",0.625,0.125,0.05,0.15,0.05,0.43822,-3.7369000000000003
"[0.6, 0.125, 0.05, 0.15, 0.075]",0.6,0.125,0.05,0.15,0.075,0.43895,-3.8556999999999997
"[0.625, 0.125, 0.05, 0.2, 0.0]",0.625,0.125,0.05,0.2,0.0,0.44914,-4.0697
"[0.6, 0.125, 0.05, 0.2, 0.025]",0.6,0.125,0.05,0.2,0.025,0.44997,-4.1884999999999994
"[0.8, 0.125, 0.075, 0.0, 0.0]",0.8,0.125,0.075,0.0,0.0,0.41361,-1.9508999999999999
"[0.775, 0.125, 0.075, 0.0, 0.025]",0.775,0.125,0.075,0.0,0.025,0.41408999999999996,-2.0697
"[0.75, 0.125, 0.075, 0.0, 0.05]",0.75,0.125,0.075,0.0,0.05,0.41457,-2.1882
"[0.725, 0.125, 0.075, 0.0, 0.075]",0.725,0.125,0.075,0.0,0.075,0.41508,-2.307
"[0.7, 0.125, 0.075, 0.0, 0.1]",0.7,0.125,0.075,0.0,0.1,0.41566000000000003,-2.4258
"[0.675, 0.125, 0.075, 0.0, 0.125]",0.675,0.125,0.075,0.0,0.125,0.41622000000000003,-2.5446
"[0.65, 0.125, 0.075, 0.0, 0.15]",0.65,0.125,0.075,0.0,0.15,0.4168,-2.6634
"[0.6, 0.125, 0.075, 0.0, 0.2]",0.6,0.125,0.075,0.0,0.2,0.41801,-2.9007
"[0.775, 0.125, 0.075, 0.025, 0.0]",0.775,0.125,0.075,0.025,0.0,0.41598,-2.2358000000000002
"[0.75, 0.125, 0.075, 0.025, 0.025]",0.75,0.125,0.075,0.025,0.025,0.41648,-2.3546
"[0.725, 0.125, 0.075, 0.025, 0.05]",0.725,0.125,0.075,0.025,0.05,0.41698999999999997,-2.4734
"[0.7, 0.125, 0.075, 0.025, 0.075]",0.7,0.125,0.075,0.025,0.075,0.41757,-2.5922
"[0.675, 0.125, 0.075, 0.025, 0.1]",0.675,0.125,0.075,0.025,0.1,0.41812,-2.7110000000000003
"[0.65, 0.125, 0.075, 0.025, 0.125]",0.65,0.125,0.075,0.025,0.125,0.41869999999999996,-2.8298
"[0.625, 0.125, 0.075, 0.025, 0.15]",0.625,0.125,0.075,0.025,0.15,0.41935,-2.9488
"[0.75, 0.125, 0.075, 0.05, 0.0]",0.75,0.125,0.075,0.05,0.0,0.41896999999999995,-2.521
"[0.725, 0.125, 0.075, 0.05, 0.025]",0.725,0.125,0.075,0.05,0.025,0.41952,-2.6398
"[0.7, 0.125, 0.075, 0.05, 0.05]",0.7,0.125,0.075,0.05,0.05,0.42008999999999996,-2.7586000000000004
"[0.675, 0.125, 0.075, 0.05, 0.075]",0.675,0.125,0.075,0.05,0.075,0.42064,-2.8774
"[0.65, 0.125, 0.075, 0.05, 0.1]",0.65,0.125,0.075,0.05,0.1,0.42124,-2.9962
"[0.625, 0.125, 0.075, 0.05, 0.125]",0.625,0.125,0.075,0.05,0.125,0.42189,-3.1149
"[0.6, 0.125, 0.075, 0.05, 0.15]",0.6,0.125,0.075,0.05,0.15,0.42254,-3.2337000000000002
"[0.725, 0.125, 0.075, 0.075, 0.0]",0.725,0.125,0.075,0.075,0.0,0.4226,-2.8062
"[0.7, 0.125, 0.075, 0.075, 0.025]",0.7,0.125,0.075,0.075,0.025,0.42322,-2.9250000000000003
"[0.675, 0.125, 0.075, 0.075, 0.05]",0.675,0.125,0.075,0.075,0.05,0.42384999999999995,-3.0435
"[0.65, 0.125, 0.075, 0.075, 0.075]",0.65,0.125,0.075,0.075,0.075,0.42459,-3.1623
"[0.625, 0.125, 0.075, 0.075, 0.1]",0.625,0.125,0.075,0.075,0.1,0.42533,-3.2813
"[0.6, 0.125, 0.075, 0.075, 0.125]",0.6,0.125,0.075,0.075,0.125,0.42607,-3.4001
"[0.7, 0.125, 0.075, 0.1, 0.0]",0.7,0.125,0.075,0.1,0.0,0.42713999999999996,-3.0911
"[0.675, 0.125, 0.075, 0.1, 0.025]",0.675,0.125,0.075,0.1,0.025,0.42785,-3.2099
"[0.65, 0.125, 0.075, 0.1, 0.05]",0.65,0.125,0.075,0.1,0.05,0.42859,-3.3287
"[0.625, 0.125, 0.075, 0.1, 0.075]",0.625,0.125,0.075,0.1,0.075,0.42935,-3.4477
"[0.6, 0.125, 0.075, 0.1, 0.1]",0.6,0.125,0.075,0.1,0.1,0.43011,-3.5664999999999996
"[0.675, 0.125, 0.075, 0.125, 0.0]",0.675,0.125,0.075,0.125,0.0,0.4323,-3.3763
"[0.65, 0.125, 0.075, 0.125, 0.025]",0.65,0.125,0.075,0.125,0.025,0.43306,-3.4951
"[0.625, 0.125, 0.075, 0.125, 0.05]",0.625,0.125,0.075,0.125,0.05,0.43377,-3.6140999999999996
"[0.6, 0.125, 0.075, 0.125, 0.075]",0.6,0.125,0.075,0.125,0.075,0.43455,-3.7329000000000003
"[0.65, 0.125, 0.075, 0.15, 0.0]",0.65,0.125,0.075,0.15,0.0,0.43784,-3.6614999999999998
"[0.625, 0.125, 0.075, 0.15, 0.025]",0.625,0.125,0.075,0.15,0.025,0.43862,-3.7805
"[0.6, 0.125, 0.075, 0.15, 0.05]",0.6,0.125,0.075,0.15,0.05,0.43938,-3.899
"[0.6, 0.125, 0.075, 0.2, 0.0]",0.6,0.125,0.075,0.2,0.0,0.45037000000000005,-4.2322999999999995
"[0.775, 0.125, 0.1, 0.0, 0.0]",0.775,0.125,0.1,0.0,0.0,0.41445,-2.113
"[0.75, 0.125, 0.1, 0.0, 0.025]",0.75,0.125,0.1,0.0,0.025,0.41496,-2.2318
"[0.725, 0.125, 0.1, 0.0, 0.05]",0.725,0.125,0.1,0.0,0.05,0.41544000000000003,-2.3503
"[0.7, 0.125, 0.1, 0.0, 0.075]",0.7,0.125,0.1,0.0,0.075,0.41600000000000004,-2.4691
"[0.675, 0.125, 0.1, 0.0, 0.1]",0.675,0.125,0.1,0.0,0.1,0.41658,-2.5879
"[0.65, 0.125, 0.1, 0.0, 0.125]",0.65,0.125,0.1,0.0,0.125,0.41713999999999996,-2.7067
"[0.625, 0.125, 0.1, 0.0, 0.15]",0.625,0.125,0.1,0.0,0.15,0.41777,-2.8257
"[0.75, 0.125, 0.1, 0.025, 0.0]",0.75,0.125,0.1,0.025,0.0,0.41691999999999996,-2.3979
"[0.725, 0.125, 0.1, 0.025, 0.025]",0.725,0.125,0.1,0.025,0.025,0.4174,-2.5167
"[0.7, 0.125, 0.1, 0.025, 0.05]",0.7,0.125,0.1,0.025,0.05,0.41793,-2.6355
"[0.675, 0.125, 0.1, 0.025, 0.075]",0.675,0.125,0.1,0.025,0.075,0.41851,-2.7542999999999997
"[0.6499999999999999, 0.125, 0.1, 0.025, 0.1]",0.6499999999999999,0.125,0.1,0.025,0.1,0.41903999999999997,-2.8731
"[0.625, 0.125, 0.1, 0.025, 0.125]",0.625,0.125,0.1,0.025,0.125,0.41969,-2.9920999999999998
"[0.6, 0.125, 0.1, 0.025, 0.15]",0.6,0.125,0.1,0.025,0.15,0.42030999999999996,-3.1109
"[0.725, 0.125, 0.1, 0.05, 0.0]",0.725,0.125,0.1,0.05,0.0,0.41991,-2.6831
"[0.7, 0.125, 0.1, 0.05, 0.025]",0.7,0.125,0.1,0.05,0.025,0.42046,-2.8019
"[0.675, 0.125, 0.1, 0.05, 0.05]",0.675,0.125,0.1,0.05,0.05,0.42103,-2.9207
"[0.65, 0.125, 0.1, 0.05, 0.075]",0.65,0.125,0.1,0.05,0.075,0.42163,-3.0395000000000003
"[0.625, 0.125, 0.1, 0.05, 0.1]",0.625,0.125,0.1,0.05,0.1,0.42223,-3.1585
"[0.6, 0.125, 0.1, 0.05, 0.125]",0.6,0.125,0.1,0.05,0.125,0.42291,-3.277
"[0.7, 0.125, 0.1, 0.075, 0.0]",0.7,0.125,0.1,0.075,0.0,0.42356,-2.9683
"[0.675, 0.125, 0.1, 0.075, 0.025]",0.675,0.125,0.1,0.075,0.025,0.4243,-3.0871000000000004
"[0.65, 0.125, 0.1, 0.075, 0.05]",0.65,0.125,0.1,0.075,0.05,0.42499,-3.2056
"[0.625, 0.125, 0.1, 0.075, 0.075]",0.625,0.125,0.1,0.075,0.075,0.42573,-3.3246
"[0.6, 0.125, 0.1, 0.075, 0.1]",0.6,0.125,0.1,0.075,0.1,0.42647,-3.4433999999999996
"[0.675, 0.125, 0.1, 0.1, 0.0]",0.675,0.125,0.1,0.1,0.0,0.4283,-3.2531999999999996
"[0.6499999999999999, 0.125, 0.1, 0.1, 0.025]",0.6499999999999999,0.125,0.1,0.1,0.025,0.42901,-3.372
"[0.625, 0.125, 0.1, 0.1, 0.05]",0.625,0.125,0.1,0.1,0.05,0.42977,-3.4910000000000005
"[0.6, 0.125, 0.1, 0.1, 0.075]",0.6,0.125,0.1,0.1,0.075,0.43052999999999997,-3.6098000000000003
"[0.65, 0.125, 0.1, 0.125, 0.0]",0.65,0.125,0.1,0.125,0.0,0.43346,-3.5389
"[0.625, 0.125, 0.1, 0.125, 0.025]",0.625,0.125,0.1,0.125,0.025,0.43418999999999996,-3.6574
"[0.6, 0.125, 0.1, 0.125, 0.05]",0.6,0.125,0.1,0.125,0.05,0.43489999999999995,-3.7762000000000002
"[0.625, 0.125, 0.1, 0.15, 0.0]",0.625,0.125,0.1,0.15,0.0,0.43905000000000005,-3.8243
"[0.6, 0.125, 0.1, 0.15, 0.025]",0.6,0.125,0.1,0.15,0.025,0.4398,-3.9431
"[0.75, 0.125, 0.125, 0.0, 0.0]",0.75,0.125,0.125,0.0,0.0,0.41537,-2.2751
"[0.725, 0.125, 0.125, 0.0, 0.025]",0.725,0.125,0.125,0.0,0.025,0.41588,-2.3939
"[0.7, 0.125, 0.125, 0.0, 0.05]",0.7,0.125,0.125,0.0,0.05,0.41636,-2.5124000000000004
"[0.675, 0.125, 0.125, 0.0, 0.075]",0.675,0.125,0.125,0.0,0.075,0.41694,-2.6311999999999998
"[0.65, 0.125, 0.125, 0.0, 0.1]",0.65,0.125,0.125,0.0,0.1,0.4175,-2.75
"[0.625, 0.125, 0.125, 0.0, 0.125]",0.625,0.125,0.125,0.0,0.125,0.41808,-2.8689999999999998
"[0.6, 0.125, 0.125, 0.0, 0.15]",0.6,0.125,0.125,0.0,0.15,0.41870999999999997,-2.9878
"[0.725, 0.125, 0.125, 0.025, 0.0]",0.725,0.125,0.125,0.025,0.0,0.41779,-2.56
"[0.7, 0.125, 0.125, 0.025, 0.025]",0.7,0.125,0.125,0.025,0.025,0.41834,-2.6788
"[0.675, 0.125, 0.125, 0.025, 0.05]",0.675,0.125,0.125,0.025,0.05,0.41886999999999996,-2.7976
"[0.65, 0.125, 0.125, 0.025, 0.075]",0.65,0.125,0.125,0.025,0.075,0.41945,-2.9164
"[0.625, 0.125, 0.125, 0.025, 0.1]",0.625,0.125,0.125,0.025,0.1,0.42003,-3.0354
"[0.6, 0.125, 0.125, 0.025, 0.125]",0.6,0.125,0.125,0.025,0.125,0.42064999999999997,-3.1542000000000003
"[0.7, 0.125, 0.125, 0.05, 0.0]",0.7,0.125,0.125,0.05,0.0,0.42084999999999995,-2.8452
"[0.675, 0.125, 0.125, 0.05, 0.025]",0.675,0.125,0.125,0.05,0.025,0.42145,-2.964
"[0.65, 0.125, 0.125, 0.05, 0.05]",0.65,0.125,0.125,0.05,0.05,0.42202,-3.0827999999999998
"[0.625, 0.125, 0.125, 0.05, 0.075]",0.625,0.125,0.125,0.05,0.075,0.42262,-3.2018
"[0.6, 0.125, 0.125, 0.05, 0.1]",0.6,0.125,0.125,0.05,0.1,0.42335999999999996,-3.3205999999999998
"[0.675, 0.125, 0.125, 0.075, 0.0]",0.675,0.125,0.125,0.075,0.0,0.42474999999999996,-3.1309000000000005
"[0.65, 0.125, 0.125, 0.075, 0.025]",0.65,0.125,0.125,0.075,0.025,0.42540999999999995,-3.2492
"[0.625, 0.125, 0.125, 0.075, 0.05]",0.625,0.125,0.125,0.075,0.05,0.42615000000000003,-3.3678999999999997
"[0.6, 0.125, 0.125, 0.075, 0.075]",0.6,0.125,0.125,0.075,0.075,0.42689,-3.4867
"[0.65, 0.125, 0.125, 0.1, 0.0]",0.65,0.125,0.125,0.1,0.0,0.42946,-3.4158
"[0.625, 0.125, 0.125, 0.1, 0.025]",0.625,0.125,0.125,0.1,0.025,0.4302,-3.5347999999999997
"[0.6, 0.125, 0.125, 0.1, 0.05]",0.6,0.125,0.125,0.1,0.05,0.43091,-3.6536000000000004
"[0.625, 0.125, 0.125, 0.125, 0.0]",0.625,0.125,0.125,0.125,0.0,0.43462,-3.7012
"[0.6, 0.125, 0.125, 0.125, 0.025]",0.6,0.125,0.125,0.125,0.025,0.4354,-3.8200000000000003
"[0.6, 0.125, 0.125, 0.15, 0.0]",0.6,0.125,0.125,0.15,0.0,0.44028,-3.9863999999999997
"[0.725, 0.125, 0.15, 0.0, 0.0]",0.725,0.125,0.15,0.0,0.0,0.41623999999999994,-2.4372
"[0.7, 0.125, 0.15, 0.0, 0.025]",0.7,0.125,0.15,0.0,0.025,0.4168,-2.556
"[0.675, 0.125, 0.15, 0.0, 0.05]",0.675,0.125,0.15,0.0,0.05,0.41728,-2.6745
"[0.65, 0.125, 0.15, 0.0, 0.075]",0.65,0.125,0.15,0.0,0.075,0.41786,-2.7933000000000003
"[0.625, 0.125, 0.15, 0.0, 0.1]",0.625,0.125,0.15,0.0,0.1,0.41847,-2.9123
"[0.6, 0.125, 0.15, 0.0, 0.125]",0.6,0.125,0.15,0.0,0.125,0.41905000000000003,-3.0311000000000003
"[0.7, 0.125, 0.15, 0.025, 0.0]",0.7,0.125,0.15,0.025,0.0,0.41871,-2.7226
"[0.675, 0.125, 0.15, 0.025, 0.025]",0.675,0.125,0.15,0.025,0.025,0.41925999999999997,-2.8409
"[0.65, 0.125, 0.15, 0.025, 0.05]",0.65,0.125,0.15,0.025,0.05,0.41979,-2.9596999999999998
"[0.625, 0.125, 0.15, 0.025, 0.075]",0.625,0.125,0.15,0.025,0.075,0.42039,-3.0787
"[0.6, 0.125, 0.15, 0.025, 0.1]",0.6,0.125,0.15,0.025,0.1,0.42099,-3.1975
"[0.675, 0.125, 0.15, 0.05, 0.0]",0.675,0.125,0.15,0.05,0.0,0.42181,-3.0078000000000005
"[0.65, 0.125, 0.15, 0.05, 0.025]",0.65,0.125,0.15,0.05,0.025,0.42241000000000006,-3.1266
"[0.625, 0.125, 0.15, 0.05, 0.05]",0.625,0.125,0.15,0.05,0.05,0.42303999999999997,-3.2456
"[0.6, 0.125, 0.15, 0.05, 0.075]",0.6,0.125,0.15,0.05,0.075,0.42378000000000005,-3.3639
"[0.65, 0.125, 0.15, 0.075, 0.0]",0.65,0.125,0.15,0.075,0.0,0.42586,-3.293
"[0.625, 0.125, 0.15, 0.075, 0.025]",0.625,0.125,0.15,0.075,0.025,0.42660000000000003,-3.412
"[0.6, 0.125, 0.15, 0.075, 0.05]",0.6,0.125,0.15,0.075,0.05,0.42728999999999995,-3.5305
"[0.625, 0.125, 0.15, 0.1, 0.0]",0.625,0.125,0.15,0.1,0.0,0.43062,-3.5781
"[0.6, 0.125, 0.15, 0.1, 0.025]",0.6,0.125,0.15,0.1,0.025,0.43133,-3.6968999999999994
"[0.6, 0.125, 0.15, 0.125, 0.0]",0.6,0.125,0.15,0.125,0.0,0.43583000000000005,-3.8633
"[0.675, 0.125, 0.2, 0.0, 0.0]",0.675,0.125,0.2,0.0,0.0,0.41813,-2.7619
"[0.6499999999999999, 0.125, 0.2, 0.0, 0.025]",0.6499999999999999,0.125,0.2,0.0,0.025,0.41866000000000003,-2.8807
"[0.625, 0.125, 0.2, 0.0, 0.05]",0.625,0.125,0.2,0.0,0.05,0.41922000000000004,-2.9994
"[0.6, 0.125, 0.2, 0.0, 0.075]",0.6,0.125,0.2,0.0,0.075,0.41977,-3.1182
"[0.6499999999999999, 0.125, 0.2, 0.025, 0.0]",0.6499999999999999,0.125,0.2,0.025,0.0,0.42064,-3.0467999999999997
"[0.625, 0.125, 0.2, 0.025, 0.025]",0.625,0.125,0.2,0.025,0.025,0.42116999999999993,-3.1658
"[0.6, 0.125, 0.2, 0.025, 0.05]",0.6,0.125,0.2,0.025,0.05,0.42174999999999996,-3.2846
"[0.625, 0.125, 0.2, 0.05, 0.0]",0.625,0.125,0.2,0.05,0.0,0.42389,-3.3322000000000003
"[0.6, 0.125, 0.2, 0.05, 0.025]",0.6,0.125,0.2,0.05,0.025,0.42460000000000003,-3.451
"[0.6, 0.125, 0.2, 0.075, 0.0]",0.6,0.125,0.2,0.075,0.0,0.42816,-3.6174
"[0.85, 0.15, 0.0, 0.0, 0.0]",0.85,0.15,0.0,0.0,0.0,0.41149,-1.5906999999999998
"[0.825, 0.15, 0.0, 0.0, 0.025]",0.825,0.15,0.0,0.0,0.025,0.41190000000000004,-1.7094999999999998
"[0.8, 0.15, 0.0, 0.0, 0.05]",0.8,0.15,0.0,0.0,0.05,0.41238,-1.8283
"[0.775, 0.15, 0.0, 0.0, 0.075]",0.775,0.15,0.0,0.0,0.075,0.41289,-1.9463000000000001
"[0.75, 0.15, 0.0, 0.0, 0.1]",0.75,0.15,0.0,0.0,0.1,0.41347,-2.0653
"[0.725, 0.15, 0.0, 0.0, 0.125]",0.725,0.15,0.0,0.0,0.125,0.41403,-2.1841
"[0.7, 0.15, 0.0, 0.0, 0.15]",0.7,0.15,0.0,0.0,0.15,0.41461000000000003,-2.3029
"[0.65, 0.15, 0.0, 0.0, 0.2]",0.65,0.15,0.0,0.0,0.2,0.41581999999999997,-2.5405
"[0.825, 0.15, 0.0, 0.025, 0.0]",0.825,0.15,0.0,0.025,0.0,0.41384,-1.8756000000000002
"[0.8, 0.15, 0.0, 0.025, 0.025]",0.8,0.15,0.0,0.025,0.025,0.41434,-1.9944
"[0.775, 0.15, 0.0, 0.025, 0.05]",0.775,0.15,0.0,0.025,0.05,0.41485000000000005,-2.1132
"[0.75, 0.15, 0.0, 0.025, 0.075]",0.75,0.15,0.0,0.025,0.075,0.41535,-2.2322
"[0.725, 0.15, 0.0, 0.025, 0.1]",0.725,0.15,0.0,0.025,0.1,0.41587999999999997,-2.351
"[0.7, 0.15, 0.0, 0.025, 0.125]",0.7,0.15,0.0,0.025,0.125,0.41646000000000005,-2.4693000000000005
"[0.675, 0.15, 0.0, 0.025, 0.15]",0.675,0.15,0.0,0.025,0.15,0.41706,-2.5881
"[0.625, 0.15, 0.0, 0.025, 0.2]",0.625,0.15,0.0,0.025,0.2,0.41835999999999995,-2.8257
"[0.8, 0.15, 0.0, 0.05, 0.0]",0.8,0.15,0.0,0.05,0.0,0.41673000000000004,-2.1608
"[0.775, 0.15, 0.0, 0.05, 0.025]",0.775,0.15,0.0,0.05,0.025,0.41725999999999996,-2.2796000000000003
"[0.75, 0.15, 0.0, 0.05, 0.05]",0.75,0.15,0.0,0.05,0.05,0.41778,-2.3986
"[0.725, 0.15, 0.0, 0.05, 0.075]",0.725,0.15,0.0,0.05,0.075,0.41838,-2.5174
"[0.7, 0.15, 0.0, 0.05, 0.1]",0.7,0.15,0.0,0.05,0.1,0.41898,-2.6362
"[0.675, 0.15, 0.0, 0.05, 0.125]",0.675,0.15,0.0,0.05,0.125,0.41957999999999995,-2.755
"[0.65, 0.15, 0.0, 0.05, 0.15]",0.65,0.15,0.0,0.05,0.15,0.4202,-2.8735
"[0.6, 0.15, 0.0, 0.05, 0.2]",0.6,0.15,0.0,0.05,0.2,0.42152,-3.1106000000000003
"[0.775, 0.15, 0.0, 0.075, 0.0]",0.775,0.15,0.0,0.075,0.0,0.42028999999999994,-2.446
"[0.75, 0.15, 0.0, 0.075, 0.025]",0.75,0.15,0.0,0.075,0.025,0.42084,-2.565
"[0.725, 0.15, 0.0, 0.075, 0.05]",0.725,0.15,0.0,0.075,0.05,0.42146,-2.6838
"[0.7, 0.15, 0.0, 0.075, 0.075]",0.7,0.15,0.0,0.075,0.075,0.42203,-2.8023
"[0.675, 0.15, 0.0, 0.075, 0.1]",0.675,0.15,0.0,0.075,0.1,0.42264999999999997,-2.9211
"[0.65, 0.15, 0.0, 0.075, 0.125]",0.65,0.15,0.0,0.075,0.125,0.42333,-3.0399000000000003
"[0.625, 0.15, 0.0, 0.075, 0.15]",0.625,0.15,0.0,0.075,0.15,0.42412,-3.1586999999999996
"[0.75, 0.15, 0.0, 0.1, 0.0]",0.75,0.15,0.0,0.1,0.0,0.42445,-2.7311
"[0.725, 0.15, 0.0, 0.1, 0.025]",0.725,0.15,0.0,0.1,0.025,0.42511000000000004,-2.8499000000000003
"[0.7, 0.15, 0.0, 0.1, 0.05]",0.7,0.15,0.0,0.1,0.05,0.42585,-2.9687
"[0.675, 0.15, 0.0, 0.1, 0.075]",0.675,0.15,0.0,0.1,0.075,0.42656,-3.0875000000000004
"[0.65, 0.15, 0.0, 0.1, 0.1]",0.65,0.15,0.0,0.1,0.1,0.42732,-3.2062999999999997
"[0.625, 0.15, 0.0, 0.1, 0.125]",0.625,0.15,0.0,0.1,0.125,0.42813,-3.3251
"[0.6, 0.15, 0.0, 0.1, 0.15]",0.6,0.15,0.0,0.1,0.15,0.42889,-3.4439000000000006
"[0.725, 0.15, 0.0, 0.125, 0.0]",0.725,0.15,0.0,0.125,0.0,0.42954000000000003,-3.0162999999999998
"[0.7, 0.15, 0.0, 0.125, 0.025]",0.7,0.15,0.0,0.125,0.025,0.43025,-3.1351
"[0.675, 0.15, 0.0, 0.125, 0.05]",0.675,0.15,0.0,0.125,0.05,0.43098000000000003,-3.2539000000000002
"[0.65, 0.15, 0.0, 0.125, 0.075]",0.65,0.15,0.0,0.125,0.075,0.43176000000000003,-3.3727
"[0.625, 0.15, 0.0, 0.125, 0.1]",0.625,0.15,0.0,0.125,0.1,0.4325,-3.4915000000000003
"[0.6, 0.15, 0.0, 0.125, 0.125]",0.6,0.15,0.0,0.125,0.125,0.43328,-3.6103000000000005
"[0.7, 0.15, 0.0, 0.15, 0.0]",0.7,0.15,0.0,0.15,0.0,0.43508,-3.3015000000000003
"[0.675, 0.15, 0.0, 0.15, 0.025]",0.675,0.15,0.0,0.15,0.025,0.43581000000000003,-3.4203
