weights,w_base,w_v12ext,w_v11g93,w_chronos_ft,w_v12ext_g93,w_v14_nn,OOF_recency,OOF_bias_recency_pct
"[0.75, 0.05, 0.15, 0.025, 0.025, 0.0]",0.75,0.05,0.15,0.025,0.025,0.0,0.4179,-2.4617000000000004
"[0.725, 0.05, 0.15, 0.025, 0.025, 0.025]",0.725,0.05,0.15,0.025,0.025,0.025,0.41784,-2.4443
"[0.7, 0.05, 0.15, 0.025, 0.025, 0.05]",0.7,0.05,0.15,0.025,0.025,0.05,0.41796999999999995,-2.4264
"[0.675, 0.05, 0.15, 0.025, 0.025, 0.075]",0.675,0.05,0.15,0.025,0.025,0.075,0.41831,-2.4090000000000003
"[0.65, 0.05, 0.15, 0.025, 0.025, 0.1]",0.65,0.05,0.15,0.025,0.025,0.1,0.41872,-2.3911
"[0.6, 0.05, 0.15, 0.025, 0.025, 0.15]",0.6,0.05,0.15,0.025,0.025,0.15,0.41999000000000003,-2.3563
"[0.725, 0.05, 0.15, 0.025, 0.05, 0.0]",0.725,0.05,0.15,0.025,0.05,0.0,0.41841,-2.5805
"[0.7, 0.05, 0.15, 0.025, 0.05, 0.025]",0.7,0.05,0.15,0.025,0.05,0.025,0.41835,-2.5631
"[0.675, 0.05, 0.15, 0.025, 0.05, 0.05]",0.675,0.05,0.15,0.025,0.05,0.05,0.41847,-2.5452
"[0.65, 0.05, 0.15, 0.025, 0.05, 0.075]",0.65,0.05,0.15,0.025,0.05,0.075,0.41881,-2.5278
"[0.625, 0.05, 0.15, 0.025, 0.05, 0.1]",0.625,0.05,0.15,0.025,0.05,0.1,0.41927,-2.5099
"[0.7, 0.05, 0.15, 0.025, 0.075, 0.0]",0.7,0.05,0.15,0.025,0.075,0.0,0.41891,-2.6993
"[0.675, 0.05, 0.15, 0.025, 0.075, 0.025]",0.675,0.05,0.15,0.025,0.075,0.025,0.41885,-2.6819
"[0.65, 0.05, 0.15, 0.025, 0.075, 0.05]",0.65,0.05,0.15,0.025,0.075,0.05,0.41905,-2.664
"[0.625, 0.05, 0.15, 0.025, 0.075, 0.075]",0.625,0.05,0.15,0.025,0.075,0.075,0.41939000000000004,-2.6466
"[0.6, 0.05, 0.15, 0.025, 0.075, 0.1]",0.6,0.05,0.15,0.025,0.075,0.1,0.41984999999999995,-2.6284
"[0.675, 0.05, 0.15, 0.025, 0.1, 0.0]",0.675,0.05,0.15,0.025,0.1,0.0,0.41946,-2.8181000000000003
"[0.65, 0.05, 0.15, 0.025, 0.1, 0.025]",0.65,0.05,0.15,0.025,0.1,0.025,0.41945,-2.8007
"[0.625, 0.05, 0.15, 0.025, 0.1, 0.05]",0.625,0.05,0.15,0.025,0.1,0.05,0.4196,-2.7828
"[0.6, 0.05, 0.15, 0.025, 0.1, 0.075]",0.6,0.05,0.15,0.025,0.1,0.075,0.41999,-2.7651
"[0.625, 0.05, 0.15, 0.025, 0.15, 0.0]",0.625,0.05,0.15,0.025,0.15,0.0,0.42058999999999996,-3.0554
"[0.6, 0.05, 0.15, 0.025, 0.15, 0.025]",0.6,0.05,0.15,0.025,0.15,0.025,0.42063,-3.038
"[0.75, 0.05, 0.15, 0.05, 0.0, 0.0]",0.75,0.05,0.15,0.05,0.0,0.0,0.42044000000000004,-2.6281
"[0.725, 0.05, 0.15, 0.05, 0.0, 0.025]",0.725,0.05,0.15,0.05,0.0,0.025,0.42048,-2.6106999999999996
"[0.7, 0.05, 0.15, 0.05, 0.0, 0.05]",0.7,0.05,0.15,0.05,0.0,0.05,0.42063,-2.5933
"[0.675, 0.05, 0.15, 0.05, 0.0, 0.075]",0.675,0.05,0.15,0.05,0.0,0.075,0.42096999999999996,-2.5754
"[0.65, 0.05, 0.15, 0.05, 0.0, 0.1]",0.65,0.05,0.15,0.05,0.0,0.1,0.42138,-2.5577
"[0.6, 0.05, 0.15, 0.05, 0.0, 0.15]",0.6,0.05,0.15,0.05,0.0,0.15,0.42262999999999995,-2.5224
"[0.725, 0.05, 0.15, 0.05, 0.025, 0.0]",0.725,0.05,0.15,0.05,0.025,0.0,0.42097,-2.7469
"[0.7, 0.05, 0.15, 0.05, 0.025, 0.025]",0.7,0.05,0.15,0.05,0.025,0.025,0.42098,-2.7295
"[0.675, 0.05, 0.15, 0.05, 0.025, 0.05]",0.675,0.05,0.15,0.05,0.025,0.05,0.42113,-2.7116
"[0.65, 0.05, 0.15, 0.05, 0.025, 0.075]",0.65,0.05,0.15,0.05,0.025,0.075,0.42147,-2.6939
"[0.625, 0.05, 0.15, 0.05, 0.025, 0.1]",0.625,0.05,0.15,0.05,0.025,0.1,0.42193,-2.6765
"[0.7, 0.05, 0.15, 0.05, 0.05, 0.0]",0.7,0.05,0.15,0.05,0.05,0.0,0.42147,-2.8656999999999995
"[0.675, 0.05, 0.15, 0.05, 0.05, 0.025]",0.675,0.05,0.15,0.05,0.05,0.025,0.42152999999999996,-2.8480000000000003
"[0.65, 0.05, 0.15, 0.05, 0.05, 0.05]",0.65,0.05,0.15,0.05,0.05,0.05,0.42172999999999994,-2.8301
"[0.625, 0.05, 0.15, 0.05, 0.05, 0.075]",0.625,0.05,0.15,0.05,0.05,0.075,0.42207,-2.8127
"[0.6, 0.05, 0.15, 0.05, 0.05, 0.1]",0.6,0.05,0.15,0.05,0.05,0.1,0.42252999999999996,-2.7953
"[0.675, 0.05, 0.15, 0.05, 0.075, 0.0]",0.675,0.05,0.15,0.05,0.075,0.0,0.42202,-2.9842
"[0.65, 0.05, 0.15, 0.05, 0.075, 0.025]",0.65,0.05,0.15,0.05,0.075,0.025,0.42208,-2.9668
"[0.625, 0.05, 0.15, 0.05, 0.075, 0.05]",0.625,0.05,0.15,0.05,0.075,0.05,0.42228,-2.9489
"[0.6, 0.05, 0.15, 0.05, 0.075, 0.075]",0.6,0.05,0.15,0.05,0.075,0.075,0.42262,-2.9314999999999998
"[0.65, 0.05, 0.15, 0.05, 0.1, 0.0]",0.65,0.05,0.15,0.05,0.1,0.0,0.42264,-3.103
"[0.625, 0.05, 0.15, 0.05, 0.1, 0.025]",0.625,0.05,0.15,0.05,0.1,0.025,0.42267,-3.0856
"[0.6, 0.05, 0.15, 0.05, 0.1, 0.05]",0.6,0.05,0.15,0.05,0.1,0.05,0.4229,-3.0677000000000003
"[0.6, 0.05, 0.15, 0.05, 0.15, 0.0]",0.6,0.05,0.15,0.05,0.15,0.0,0.42404,-3.3408
"[0.725, 0.05, 0.15, 0.075, 0.0, 0.0]",0.725,0.05,0.15,0.075,0.0,0.0,0.42406,-2.9135
"[0.7, 0.05, 0.15, 0.075, 0.0, 0.025]",0.7,0.05,0.15,0.075,0.0,0.025,0.42411999999999994,-2.8956
"[0.675, 0.05, 0.15, 0.075, 0.0, 0.05]",0.675,0.05,0.15,0.075,0.0,0.05,0.42432000000000003,-2.8781999999999996
"[0.65, 0.05, 0.15, 0.075, 0.0, 0.075]",0.65,0.05,0.15,0.075,0.0,0.075,0.42464,-2.8603
"[0.625, 0.05, 0.15, 0.075, 0.0, 0.1]",0.625,0.05,0.15,0.075,0.0,0.1,0.4251,-2.8429
"[0.7, 0.05, 0.15, 0.075, 0.025, 0.0]",0.7,0.05,0.15,0.075,0.025,0.0,0.42474999999999996,-3.0323
"[0.675, 0.05, 0.15, 0.075, 0.025, 0.025]",0.675,0.05,0.15,0.075,0.025,0.025,0.42466,-3.0144
"[0.65, 0.05, 0.15, 0.075, 0.025, 0.05]",0.65,0.05,0.15,0.075,0.025,0.05,0.42484,-2.9970000000000003
"[0.625, 0.05, 0.15, 0.075, 0.025, 0.075]",0.625,0.05,0.15,0.075,0.025,0.075,0.42516,-2.9791
"[0.6, 0.05, 0.15, 0.075, 0.025, 0.1]",0.6,0.05,0.15,0.075,0.025,0.1,0.42565,-2.9617000000000004
"[0.675, 0.05, 0.15, 0.075, 0.05, 0.0]",0.675,0.05,0.15,0.075,0.05,0.0,0.42546,-3.1506000000000003
"[0.65, 0.05, 0.15, 0.075, 0.05, 0.025]",0.65,0.05,0.15,0.075,0.05,0.025,0.42525999999999997,-3.1332
"[0.625, 0.05, 0.15, 0.075, 0.05, 0.05]",0.625,0.05,0.15,0.075,0.05,0.05,0.42541,-3.1158
"[0.6, 0.05, 0.15, 0.075, 0.05, 0.075]",0.6,0.05,0.15,0.075,0.05,0.075,0.42573,-3.0978999999999997
"[0.65, 0.05, 0.15, 0.075, 0.075, 0.0]",0.65,0.05,0.15,0.075,0.075,0.0,0.42615000000000003,-3.2694
"[0.625, 0.05, 0.15, 0.075, 0.075, 0.025]",0.625,0.05,0.15,0.075,0.075,0.025,0.42592,-3.2520000000000002
"[0.6, 0.05, 0.15, 0.075, 0.075, 0.05]",0.6,0.05,0.15,0.075,0.075,0.05,0.42601,-3.2340999999999998
"[0.625, 0.05, 0.15, 0.075, 0.1, 0.0]",0.625,0.05,0.15,0.075,0.1,0.0,0.42684,-3.3882
"[0.6, 0.05, 0.15, 0.075, 0.1, 0.025]",0.6,0.05,0.15,0.075,0.1,0.025,0.42662999999999995,-3.3708
"[0.7, 0.05, 0.15, 0.1, 0.0, 0.0]",0.7,0.05,0.15,0.1,0.0,0.0,0.42875,-3.1987
"[0.675, 0.05, 0.15, 0.1, 0.0, 0.025]",0.675,0.05,0.15,0.1,0.0,0.025,0.42854000000000003,-3.1807999999999996
"[0.65, 0.05, 0.15, 0.1, 0.0, 0.05]",0.65,0.05,0.15,0.1,0.0,0.05,0.42850999999999995,-3.1634
"[0.625, 0.05, 0.15, 0.1, 0.0, 0.075]",0.625,0.05,0.15,0.1,0.0,0.075,0.42884,-3.1455
"[0.6, 0.05, 0.15, 0.1, 0.0, 0.1]",0.6,0.05,0.15,0.1,0.0,0.1,0.42929,-3.1281
"[0.675, 0.05, 0.15, 0.1, 0.025, 0.0]",0.675,0.05,0.15,0.1,0.025,0.0,0.42946000000000006,-3.3175
"[0.65, 0.05, 0.15, 0.1, 0.025, 0.025]",0.65,0.05,0.15,0.1,0.025,0.025,0.42923,-3.2996000000000003
"[0.625, 0.05, 0.15, 0.1, 0.025, 0.05]",0.625,0.05,0.15,0.1,0.025,0.05,0.42913999999999997,-3.2822
"[0.6, 0.05, 0.15, 0.1, 0.025, 0.075]",0.6,0.05,0.15,0.1,0.025,0.075,0.42941,-3.2643000000000004
"[0.65, 0.05, 0.15, 0.1, 0.05, 0.0]",0.65,0.05,0.15,0.1,0.05,0.0,0.43017,-3.4363
"[0.625, 0.05, 0.15, 0.1, 0.05, 0.025]",0.625,0.05,0.15,0.1,0.05,0.025,0.42991999999999997,-3.4184
"[0.6, 0.05, 0.15, 0.1, 0.05, 0.05]",0.6,0.05,0.15,0.1,0.05,0.05,0.42983,-3.401
"[0.625, 0.05, 0.15, 0.1, 0.075, 0.0]",0.625,0.05,0.15,0.1,0.075,0.0,0.43086,-3.5551000000000004
"[0.6, 0.05, 0.15, 0.1, 0.075, 0.025]",0.6,0.05,0.15,0.1,0.075,0.025,0.43066000000000004,-3.5372
"[0.6, 0.05, 0.15, 0.1, 0.1, 0.0]",0.6,0.05,0.15,0.1,0.1,0.0,0.43162,-3.6736000000000004
"[0.65, 0.05, 0.15, 0.15, 0.0, 0.0]",0.65,0.05,0.15,0.15,0.0,0.0,0.43948,-3.7688000000000006
"[0.625, 0.05, 0.15, 0.15, 0.0, 0.025]",0.625,0.05,0.15,0.15,0.0,0.025,0.43927000000000005,-3.7509
"[0.6, 0.05, 0.15, 0.15, 0.0, 0.05]",0.6,0.05,0.15,0.15,0.0,0.05,0.43915000000000004,-3.7335
"[0.625, 0.05, 0.15, 0.15, 0.025, 0.0]",0.625,0.05,0.15,0.15,0.025,0.0,0.44018999999999997,-3.8876
"[0.6, 0.05, 0.15, 0.15, 0.025, 0.025]",0.6,0.05,0.15,0.15,0.025,0.025,0.43998000000000004,-3.8697000000000004
"[0.6, 0.05, 0.15, 0.15, 0.05, 0.0]",0.6,0.05,0.15,0.15,0.05,0.0,0.44092,-4.0066
"[0.925, 0.075, 0.0, 0.0, 0.0, 0.0]",0.925,0.075,0.0,0.0,0.0,0.0,0.41034,-1.2107999999999999
"[0.9, 0.075, 0.0, 0.0, 0.0, 0.025]",0.9,0.075,0.0,0.0,0.0,0.025,0.41028,-1.1931
"[0.875, 0.075, 0.0, 0.0, 0.0, 0.05]",0.875,0.075,0.0,0.0,0.0,0.05,0.41029,-1.1757
"[0.85, 0.075, 0.0, 0.0, 0.0, 0.075]",0.85,0.075,0.0,0.0,0.0,0.075,0.41046,-1.1578
"[0.825, 0.075, 0.0, 0.0, 0.0, 0.1]",0.825,0.075,0.0,0.0,0.0,0.1,0.41075000000000006,-1.1404
"[0.775, 0.075, 0.0, 0.0, 0.0, 0.15]",0.775,0.075,0.0,0.0,0.0,0.15,0.41181999999999996,-1.1053
"[0.9, 0.075, 0.0, 0.0, 0.025, 0.0]",0.9,0.075,0.0,0.0,0.025,0.0,0.41074999999999995,-1.3295
"[0.875, 0.075, 0.0, 0.0, 0.025, 0.025]",0.875,0.075,0.0,0.0,0.025,0.025,0.41069,-1.3121
"[0.85, 0.075, 0.0, 0.0, 0.025, 0.05]",0.85,0.075,0.0,0.0,0.025,0.05,0.41074999999999995,-1.2941999999999998
"[0.825, 0.075, 0.0, 0.0, 0.025, 0.075]",0.825,0.075,0.0,0.0,0.025,0.075,0.41092,-1.2768000000000002
"[0.8, 0.075, 0.0, 0.0, 0.025, 0.1]",0.8,0.075,0.0,0.0,0.025,0.1,0.41120999999999996,-1.2594
"[0.75, 0.075, 0.0, 0.0, 0.025, 0.15]",0.75,0.075,0.0,0.0,0.025,0.15,0.41228,-1.2241
"[0.875, 0.075, 0.0, 0.0, 0.05, 0.0]",0.875,0.075,0.0,0.0,0.05,0.0,0.41118,-1.4483
"[0.85, 0.075, 0.0, 0.0, 0.05, 0.025]",0.85,0.075,0.0,0.0,0.05,0.025,0.41109999999999997,-1.4309
"[0.825, 0.075, 0.0, 0.0, 0.05, 0.05]",0.825,0.075,0.0,0.0,0.05,0.05,0.41113,-1.4129999999999998
"[0.8, 0.075, 0.0, 0.0, 0.05, 0.075]",0.8,0.075,0.0,0.0,0.05,0.075,0.41133,-1.3956000000000002
"[0.775, 0.075, 0.0, 0.0, 0.05, 0.1]",0.775,0.075,0.0,0.0,0.05,0.1,0.41169,-1.3777000000000001
"[0.725, 0.075, 0.0, 0.0, 0.05, 0.15]",0.725,0.075,0.0,0.0,0.05,0.15,0.41281,-1.3429
"[0.85, 0.075, 0.0, 0.0, 0.075, 0.0]",0.85,0.075,0.0,0.0,0.075,0.0,0.41162,-1.5671
"[0.825, 0.075, 0.0, 0.0, 0.075, 0.025]",0.825,0.075,0.0,0.0,0.075,0.025,0.41156000000000004,-1.5497
"[0.8, 0.075, 0.0, 0.0, 0.075, 0.05]",0.8,0.075,0.0,0.0,0.075,0.05,0.41164,-1.5318
"[0.775, 0.075, 0.0, 0.0, 0.075, 0.075]",0.775,0.075,0.0,0.0,0.075,0.075,0.41181,-1.5144
"[0.75, 0.075, 0.0, 0.0, 0.075, 0.1]",0.75,0.075,0.0,0.0,0.075,0.1,0.41217000000000004,-1.4965000000000002
"[0.7, 0.075, 0.0, 0.0, 0.075, 0.15]",0.7,0.075,0.0,0.0,0.075,0.15,0.41334000000000004,-1.4617
"[0.825, 0.075, 0.0, 0.0, 0.1, 0.0]",0.825,0.075,0.0,0.0,0.1,0.0,0.4121,-1.6859
"[0.8, 0.075, 0.0, 0.0, 0.1, 0.025]",0.8,0.075,0.0,0.0,0.1,0.025,0.41203999999999996,-1.6685000000000003
"[0.775, 0.075, 0.0, 0.0, 0.1, 0.05]",0.775,0.075,0.0,0.0,0.1,0.05,0.4121,-1.6506
"[0.75, 0.075, 0.0, 0.0, 0.1, 0.075]",0.75,0.075,0.0,0.0,0.1,0.075,0.41232,-1.6332
"[0.725, 0.075, 0.0, 0.0, 0.1, 0.1]",0.725,0.075,0.0,0.0,0.1,0.1,0.41268,-1.6153000000000002
"[0.675, 0.075, 0.0, 0.0, 0.1, 0.15]",0.675,0.075,0.0,0.0,0.1,0.15,0.41387,-1.58
"[0.775, 0.075, 0.0, 0.0, 0.15, 0.0]",0.775,0.075,0.0,0.0,0.15,0.0,0.41313999999999995,-1.9235
"[0.75, 0.075, 0.0, 0.0, 0.15, 0.025]",0.75,0.075,0.0,0.0,0.15,0.025,0.41306,-1.9061
"[0.725, 0.075, 0.0, 0.0, 0.15, 0.05]",0.725,0.075,0.0,0.0,0.15,0.05,0.41315999999999997,-1.8882000000000003
"[0.7, 0.075, 0.0, 0.0, 0.15, 0.075]",0.7,0.075,0.0,0.0,0.15,0.075,0.41341,-1.8708
"[0.675, 0.075, 0.0, 0.0, 0.15, 0.1]",0.675,0.075,0.0,0.0,0.15,0.1,0.41381,-1.8529
"[0.625, 0.075, 0.0, 0.0, 0.15, 0.15]",0.625,0.075,0.0,0.0,0.15,0.15,0.41503,-1.8173000000000001
"[0.9, 0.075, 0.0, 0.025, 0.0, 0.0]",0.9,0.075,0.0,0.025,0.0,0.0,0.41269999999999996,-1.4964
"[0.875, 0.075, 0.0, 0.025, 0.0, 0.025]",0.875,0.075,0.0,0.025,0.0,0.025,0.41259,-1.4785
"[0.85, 0.075, 0.0, 0.025, 0.0, 0.05]",0.85,0.075,0.0,0.025,0.0,0.05,0.41262,-1.4611
"[0.825, 0.075, 0.0, 0.025, 0.0, 0.075]",0.825,0.075,0.0,0.025,0.0,0.075,0.41289,-1.4431999999999998
"[0.8, 0.075, 0.0, 0.025, 0.0, 0.1]",0.8,0.075,0.0,0.025,0.0,0.1,0.4132,-1.4258000000000002
"[0.75, 0.075, 0.0, 0.025, 0.0, 0.15]",0.75,0.075,0.0,0.025,0.0,0.15,0.41439000000000004,-1.3905
"[0.875, 0.075, 0.0, 0.025, 0.025, 0.0]",0.875,0.075,0.0,0.025,0.025,0.0,0.4131,-1.6152
"[0.85, 0.075, 0.0, 0.025, 0.025, 0.025]",0.85,0.075,0.0,0.025,0.025,0.025,0.41302,-1.5973
"[0.825, 0.075, 0.0, 0.025, 0.025, 0.05]",0.825,0.075,0.0,0.025,0.025,0.05,0.41305000000000003,-1.5799
"[0.8, 0.075, 0.0, 0.025, 0.025, 0.075]",0.8,0.075,0.0,0.025,0.025,0.075,0.41332,-1.5619999999999998
"[0.775, 0.075, 0.0, 0.025, 0.025, 0.1]",0.775,0.075,0.0,0.025,0.025,0.1,0.41373,-1.5446000000000002
"[0.725, 0.075, 0.0, 0.025, 0.025, 0.15]",0.725,0.075,0.0,0.025,0.025,0.15,0.41492,-1.5092999999999999
"[0.85, 0.075, 0.0, 0.025, 0.05, 0.0]",0.85,0.075,0.0,0.025,0.05,0.0,0.41356,-1.7335
"[0.825, 0.075, 0.0, 0.025, 0.05, 0.025]",0.825,0.075,0.0,0.025,0.05,0.025,0.4135,-1.7161
"[0.8, 0.075, 0.0, 0.025, 0.05, 0.05]",0.8,0.075,0.0,0.025,0.05,0.05,0.41352999999999995,-1.6987
"[0.775, 0.075, 0.0, 0.025, 0.05, 0.075]",0.775,0.075,0.0,0.025,0.05,0.075,0.41382,-1.6808
"[0.75, 0.075, 0.0, 0.025, 0.05, 0.1]",0.75,0.075,0.0,0.025,0.05,0.1,0.41423,-1.6634
"[0.7, 0.075, 0.0, 0.025, 0.05, 0.15]",0.7,0.075,0.0,0.025,0.05,0.15,0.41542,-1.6280999999999999
"[0.825, 0.075, 0.0, 0.025, 0.075, 0.0]",0.825,0.075,0.0,0.025,0.075,0.0,0.41403999999999996,-1.8523000000000003
"[0.8, 0.075, 0.0, 0.025, 0.075, 0.025]",0.8,0.075,0.0,0.025,0.075,0.025,0.41393,-1.8349
"[0.775, 0.075, 0.0, 0.025, 0.075, 0.05]",0.775,0.075,0.0,0.025,0.075,0.05,0.41406,-1.8170000000000002
"[0.75, 0.075, 0.0, 0.025, 0.075, 0.075]",0.75,0.075,0.0,0.025,0.075,0.075,0.41428,-1.7996
"[0.725, 0.075, 0.0, 0.025, 0.075, 0.1]",0.725,0.075,0.0,0.025,0.075,0.1,0.41473,-1.7822
"[0.675, 0.075, 0.0, 0.025, 0.075, 0.15]",0.675,0.075,0.0,0.025,0.075,0.15,0.41598,-1.7466
"[0.8, 0.075, 0.0, 0.025, 0.1, 0.0]",0.8,0.075,0.0,0.025,0.1,0.0,0.41452,-1.9711000000000003
"[0.775, 0.075, 0.0, 0.025, 0.1, 0.025]",0.775,0.075,0.0,0.025,0.1,0.025,0.41444000000000003,-1.9537
"[0.75, 0.075, 0.0, 0.025, 0.1, 0.05]",0.75,0.075,0.0,0.025,0.1,0.05,0.41456,-1.9358
"[0.725, 0.075, 0.0, 0.025, 0.1, 0.075]",0.725,0.075,0.0,0.025,0.1,0.075,0.41483000000000003,-1.9184
"[0.7, 0.075, 0.0, 0.025, 0.1, 0.1]",0.7,0.075,0.0,0.025,0.1,0.1,0.41525999999999996,-1.9002000000000003
"[0.65, 0.075, 0.0, 0.025, 0.1, 0.15]",0.65,0.075,0.0,0.025,0.1,0.15,0.41651000000000005,-1.8654000000000002
"[0.75, 0.075, 0.0, 0.025, 0.15, 0.0]",0.75,0.075,0.0,0.025,0.15,0.0,0.41557999999999995,-2.2087
"[0.725, 0.075, 0.0, 0.025, 0.15, 0.025]",0.725,0.075,0.0,0.025,0.15,0.025,0.41554,-2.191
"[0.7, 0.075, 0.0, 0.025, 0.15, 0.05]",0.7,0.075,0.0,0.025,0.15,0.05,0.41569,-2.1731
"[0.675, 0.075, 0.0, 0.025, 0.15, 0.075]",0.675,0.075,0.0,0.025,0.15,0.075,0.41596,-2.1557
"[0.65, 0.075, 0.0, 0.025, 0.15, 0.1]",0.65,0.075,0.0,0.025,0.15,0.1,0.41642,-2.1378
"[0.6000000000000001, 0.075, 0.0, 0.025, 0.15, 0.15]",0.6000000000000001,0.075,0.0,0.025,0.15,0.15,0.41774,-2.1027
"[0.875, 0.075, 0.0, 0.05, 0.0, 0.0]",0.875,0.075,0.0,0.05,0.0,0.0,0.41553,-1.7815999999999999
"[0.85, 0.075, 0.0, 0.05, 0.0, 0.025]",0.85,0.075,0.0,0.05,0.0,0.025,0.41544000000000003,-1.7637
"[0.825, 0.075, 0.0, 0.05, 0.0, 0.05]",0.825,0.075,0.0,0.05,0.0,0.05,0.41557,-1.7463000000000002
"[0.8, 0.075, 0.0, 0.05, 0.0, 0.075]",0.8,0.075,0.0,0.05,0.0,0.075,0.41591,-1.7284000000000002
"[0.775, 0.075, 0.0, 0.05, 0.0, 0.1]",0.775,0.075,0.0,0.05,0.0,0.1,0.41632,-1.7109999999999999
"[0.725, 0.075, 0.0, 0.05, 0.0, 0.15]",0.725,0.075,0.0,0.05,0.0,0.15,0.41757,-1.6754
"[0.85, 0.075, 0.0, 0.05, 0.025, 0.0]",0.85,0.075,0.0,0.05,0.025,0.0,0.41598,-1.9003999999999999
"[0.825, 0.075, 0.0, 0.05, 0.025, 0.025]",0.825,0.075,0.0,0.05,0.025,0.025,0.41592,-1.8825
"[0.8, 0.075, 0.0, 0.05, 0.025, 0.05]",0.8,0.075,0.0,0.05,0.025,0.05,0.41608999999999996,-1.8651
"[0.775, 0.075, 0.0, 0.05, 0.025, 0.075]",0.775,0.075,0.0,0.05,0.025,0.075,0.41640999999999995,-1.8472000000000002
"[0.75, 0.075, 0.0, 0.05, 0.025, 0.1]",0.75,0.075,0.0,0.05,0.025,0.1,0.41681999999999997,-1.8295
"[0.7, 0.075, 0.0, 0.05, 0.025, 0.15]",0.7,0.075,0.0,0.05,0.025,0.15,0.41807000000000005,-1.7942
"[0.825, 0.075, 0.0, 0.05, 0.05, 0.0]",0.825,0.075,0.0,0.05,0.05,0.0,0.41641,-2.0192
"[0.8, 0.075, 0.0, 0.05, 0.05, 0.025]",0.8,0.075,0.0,0.05,0.05,0.025,0.41642,-2.0012999999999996
"[0.775, 0.075, 0.0, 0.05, 0.05, 0.05]",0.775,0.075,0.0,0.05,0.05,0.05,0.41659,-1.9835999999999998
"[0.75, 0.075, 0.0, 0.05, 0.05, 0.075]",0.75,0.075,0.0,0.05,0.05,0.075,0.41696,-1.9657
"[0.725, 0.075, 0.0, 0.05, 0.05, 0.1]",0.725,0.075,0.0,0.05,0.05,0.1,0.41737,-1.9483
"[0.675, 0.075, 0.0, 0.05, 0.05, 0.15]",0.675,0.075,0.0,0.05,0.05,0.15,0.41859999999999997,-1.9130000000000003
"[0.8, 0.075, 0.0, 0.05, 0.075, 0.0]",0.8,0.075,0.0,0.05,0.075,0.0,0.41696,-2.138
"[0.775, 0.075, 0.0, 0.05, 0.075, 0.025]",0.775,0.075,0.0,0.05,0.075,0.025,0.41692,-2.1198
"[0.75, 0.075, 0.0, 0.05, 0.075, 0.05]",0.75,0.075,0.0,0.05,0.075,0.05,0.41714,-2.1024000000000003
"[0.725, 0.075, 0.0, 0.05, 0.075, 0.075]",0.725,0.075,0.0,0.05,0.075,0.075,0.41746000000000005,-2.0845000000000002
"[0.7, 0.075, 0.0, 0.05, 0.075, 0.1]",0.7,0.075,0.0,0.05,0.075,0.1,0.41795,-2.0671
"[0.65, 0.075, 0.0, 0.05, 0.075, 0.15]",0.65,0.075,0.0,0.05,0.075,0.15,0.41915,-2.0318
"[0.775, 0.075, 0.0, 0.05, 0.1, 0.0]",0.775,0.075,0.0,0.05,0.1,0.0,0.41745999999999994,-2.256
"[0.75, 0.075, 0.0, 0.05, 0.1, 0.025]",0.75,0.075,0.0,0.05,0.1,0.025,0.41747,-2.2386
"[0.725, 0.075, 0.0, 0.05, 0.1, 0.05]",0.725,0.075,0.0,0.05,0.1,0.05,0.41767,-2.2212
"[0.7, 0.075, 0.0, 0.05, 0.1, 0.075]",0.7,0.075,0.0,0.05,0.1,0.075,0.41801,-2.2032999999999996
"[0.675, 0.075, 0.0, 0.05, 0.1, 0.1]",0.675,0.075,0.0,0.05,0.1,0.1,0.41847,-2.1859
"[0.625, 0.075, 0.0, 0.05, 0.1, 0.15]",0.625,0.075,0.0,0.05,0.1,0.15,0.41973,-2.1506
"[0.725, 0.075, 0.0, 0.05, 0.15, 0.0]",0.725,0.075,0.0,0.05,0.15,0.0,0.41861,-2.4938000000000002
"[0.7, 0.075, 0.0, 0.05, 0.15, 0.025]",0.7,0.075,0.0,0.05,0.15,0.025,0.41859,-2.4764
"[0.675, 0.075, 0.0, 0.05, 0.15, 0.05]",0.675,0.075,0.0,0.05,0.15,0.05,0.41882,-2.4585
"[0.65, 0.075, 0.0, 0.05, 0.15, 0.075]",0.65,0.075,0.0,0.05,0.15,0.075,0.41916,-2.4411
"[0.625, 0.075, 0.0, 0.05, 0.15, 0.1]",0.625,0.075,0.0,0.05,0.15,0.1,0.41964999999999997,-2.4237
"[0.85, 0.075, 0.0, 0.075, 0.0, 0.0]",0.85,0.075,0.0,0.075,0.0,0.0,0.41893,-2.0668
"[0.825, 0.075, 0.0, 0.075, 0.0, 0.025]",0.825,0.075,0.0,0.075,0.0,0.025,0.41894,-2.0486
"[0.8, 0.075, 0.0, 0.075, 0.0, 0.05]",0.8,0.075,0.0,0.075,0.0,0.05,0.41913999999999996,-2.0312
"[0.775, 0.075, 0.0, 0.075, 0.0, 0.075]",0.775,0.075,0.0,0.075,0.0,0.075,0.41947999999999996,-2.0133
"[0.75, 0.075, 0.0, 0.075, 0.0, 0.1]",0.75,0.075,0.0,0.075,0.0,0.1,0.41992,-1.9959
"[0.7, 0.075, 0.0, 0.075, 0.0, 0.15]",0.7,0.075,0.0,0.075,0.0,0.15,0.42116,-1.9606000000000001
"[0.825, 0.075, 0.0, 0.075, 0.025, 0.0]",0.825,0.075,0.0,0.075,0.025,0.0,0.4194,-2.1853
