weights,w_base,w_v12ext,w_v11g93,w_chronos_ft,w_v12ext_g93,w_v14_nn,OOF_recency,OOF_bias_recency_pct
"[0.75, 0.05, 0.1, 0.0, 0.0, 0.1]",0.75,0.05,0.1,0.0,0.0,0.1,0.41379,-1.6627
"[0.7, 0.05, 0.1, 0.0, 0.0, 0.15]",0.7,0.05,0.1,0.0,0.0,0.15,0.41496,-1.6274000000000002
"[0.825, 0.05, 0.1, 0.0, 0.025, 0.0]",0.825,0.05,0.1,0.0,0.025,0.0,0.41374,-1.8521
"[0.8, 0.05, 0.1, 0.0, 0.025, 0.025]",0.8,0.05,0.1,0.0,0.025,0.025,0.41365,-1.8342
"[0.775, 0.05, 0.1, 0.0, 0.025, 0.05]",0.775,0.05,0.1,0.0,0.025,0.05,0.41371,-1.8168
"[0.75, 0.05, 0.1, 0.0, 0.025, 0.075]",0.75,0.05,0.1,0.0,0.025,0.075,0.41392999999999996,-1.7988999999999997
"[0.725, 0.05, 0.1, 0.0, 0.025, 0.1]",0.725,0.05,0.1,0.0,0.025,0.1,0.41425,-1.7815
"[0.675, 0.05, 0.1, 0.0, 0.025, 0.15]",0.675,0.05,0.1,0.0,0.025,0.15,0.41544000000000003,-1.7462
"[0.8, 0.05, 0.1, 0.0, 0.05, 0.0]",0.8,0.05,0.1,0.0,0.05,0.0,0.41417,-1.9708999999999999
"[0.775, 0.05, 0.1, 0.0, 0.05, 0.025]",0.775,0.05,0.1,0.0,0.05,0.025,0.41411,-1.9529999999999998
"[0.75, 0.05, 0.1, 0.0, 0.05, 0.05]",0.75,0.05,0.1,0.0,0.05,0.05,0.41417000000000004,-1.9356
"[0.725, 0.05, 0.1, 0.0, 0.05, 0.075]",0.725,0.05,0.1,0.0,0.05,0.075,0.41439000000000004,-1.9177
"[0.7, 0.05, 0.1, 0.0, 0.05, 0.1]",0.7,0.05,0.1,0.0,0.05,0.1,0.41478000000000004,-1.9003
"[0.65, 0.05, 0.1, 0.0, 0.05, 0.15]",0.65,0.05,0.1,0.0,0.05,0.15,0.41596999999999995,-1.865
"[0.775, 0.05, 0.1, 0.0, 0.075, 0.0]",0.775,0.05,0.1,0.0,0.075,0.0,0.41463,-2.0899
"[0.75, 0.05, 0.1, 0.0, 0.075, 0.025]",0.75,0.05,0.1,0.0,0.075,0.025,0.41462,-2.072
"[0.725, 0.05, 0.1, 0.0, 0.075, 0.05]",0.725,0.05,0.1,0.0,0.075,0.05,0.41464999999999996,-2.0546
"[0.7, 0.05, 0.1, 0.0, 0.075, 0.075]",0.7,0.05,0.1,0.0,0.075,0.075,0.4149,-2.0366999999999997
"[0.675, 0.05, 0.1, 0.0, 0.075, 0.1]",0.675,0.05,0.1,0.0,0.075,0.1,0.41530999999999996,-2.0193000000000003
"[0.625, 0.05, 0.1, 0.0, 0.075, 0.15]",0.625,0.05,0.1,0.0,0.075,0.15,0.41655,-1.984
"[0.75, 0.05, 0.1, 0.0, 0.1, 0.0]",0.75,0.05,0.1,0.0,0.1,0.0,0.41513999999999995,-2.2087000000000003
"[0.725, 0.05, 0.1, 0.0, 0.1, 0.025]",0.725,0.05,0.1,0.0,0.1,0.025,0.41508,-2.1908
"[0.7, 0.05, 0.1, 0.0, 0.1, 0.05]",0.7,0.05,0.1,0.0,0.1,0.05,0.41516,-2.1734
"[0.675, 0.05, 0.1, 0.0, 0.1, 0.075]",0.675,0.05,0.1,0.0,0.1,0.075,0.41545,-2.1555
"[0.6499999999999999, 0.05, 0.1, 0.0, 0.1, 0.1]",0.6499999999999999,0.05,0.1,0.0,0.1,0.1,0.41584,-2.1380999999999997
"[0.6, 0.05, 0.1, 0.0, 0.1, 0.15]",0.6,0.05,0.1,0.0,0.1,0.15,0.41708,-2.1028
"[0.7, 0.05, 0.1, 0.0, 0.15, 0.0]",0.7,0.05,0.1,0.0,0.15,0.0,0.4162,-2.4463
"[0.675, 0.05, 0.1, 0.0, 0.15, 0.025]",0.675,0.05,0.1,0.0,0.15,0.025,0.41614,-2.4284
"[0.65, 0.05, 0.1, 0.0, 0.15, 0.05]",0.65,0.05,0.1,0.0,0.15,0.05,0.41627000000000003,-2.411
"[0.625, 0.05, 0.1, 0.0, 0.15, 0.075]",0.625,0.05,0.1,0.0,0.15,0.075,0.41659,-2.3931
"[0.6, 0.05, 0.1, 0.0, 0.15, 0.1]",0.6,0.05,0.1,0.0,0.15,0.1,0.41697,-2.3754
"[0.825, 0.05, 0.1, 0.025, 0.0, 0.0]",0.825,0.05,0.1,0.025,0.0,0.0,0.41568000000000005,-2.0185
"[0.8, 0.05, 0.1, 0.025, 0.0, 0.025]",0.8,0.05,0.1,0.025,0.0,0.025,0.4156,-2.0011
"[0.775, 0.05, 0.1, 0.025, 0.0, 0.05]",0.775,0.05,0.1,0.025,0.0,0.05,0.41569999999999996,-1.9831999999999996
"[0.75, 0.05, 0.1, 0.025, 0.0, 0.075]",0.75,0.05,0.1,0.025,0.0,0.075,0.41595,-1.9658
"[0.725, 0.05, 0.1, 0.025, 0.0, 0.1]",0.725,0.05,0.1,0.025,0.0,0.1,0.41636,-1.9478999999999997
"[0.675, 0.05, 0.1, 0.025, 0.0, 0.15]",0.675,0.05,0.1,0.025,0.0,0.15,0.41755,-1.9125999999999999
"[0.8, 0.05, 0.1, 0.025, 0.025, 0.0]",0.8,0.05,0.1,0.025,0.025,0.0,0.41611,-2.1373
"[0.775, 0.05, 0.1, 0.025, 0.025, 0.025]",0.775,0.05,0.1,0.025,0.025,0.025,0.41608,-2.1194
"[0.75, 0.05, 0.1, 0.025, 0.025, 0.05]",0.75,0.05,0.1,0.025,0.025,0.05,0.41613,-2.102
"[0.725, 0.05, 0.1, 0.025, 0.025, 0.075]",0.725,0.05,0.1,0.025,0.025,0.075,0.41645,-2.0846
"[0.7, 0.05, 0.1, 0.025, 0.025, 0.1]",0.7,0.05,0.1,0.025,0.025,0.1,0.41686,-2.0667
"[0.65, 0.05, 0.1, 0.025, 0.025, 0.15]",0.65,0.05,0.1,0.025,0.025,0.15,0.41808,-2.0314
"[0.775, 0.05, 0.1, 0.025, 0.05, 0.0]",0.775,0.05,0.1,0.025,0.05,0.0,0.41662,-2.2563
"[0.75, 0.05, 0.1, 0.025, 0.05, 0.025]",0.75,0.05,0.1,0.025,0.05,0.025,0.41650999999999994,-2.2384
"[0.725, 0.05, 0.1, 0.025, 0.05, 0.05]",0.725,0.05,0.1,0.025,0.05,0.05,0.41661,-2.221
"[0.7, 0.05, 0.1, 0.025, 0.05, 0.075]",0.7,0.05,0.1,0.025,0.05,0.075,0.41695,-2.2031
"[0.675, 0.05, 0.1, 0.025, 0.05, 0.1]",0.675,0.05,0.1,0.025,0.05,0.1,0.41736,-2.1856999999999998
"[0.625, 0.05, 0.1, 0.025, 0.05, 0.15]",0.625,0.05,0.1,0.025,0.05,0.15,0.41863,-2.1500999999999997
"[0.75, 0.05, 0.1, 0.025, 0.075, 0.0]",0.75,0.05,0.1,0.025,0.075,0.0,0.4171,-2.3750999999999998
"[0.725, 0.05, 0.1, 0.025, 0.075, 0.025]",0.725,0.05,0.1,0.025,0.075,0.025,0.41698999999999997,-2.3571999999999997
"[0.7, 0.05, 0.1, 0.025, 0.075, 0.05]",0.7,0.05,0.1,0.025,0.075,0.05,0.41718999999999995,-2.3398
"[0.675, 0.05, 0.1, 0.025, 0.075, 0.075]",0.675,0.05,0.1,0.025,0.075,0.075,0.41748,-2.3219000000000003
"[0.6499999999999999, 0.05, 0.1, 0.025, 0.075, 0.1]",0.6499999999999999,0.05,0.1,0.025,0.075,0.1,0.41794,-2.3042
"[0.6, 0.05, 0.1, 0.025, 0.075, 0.15]",0.6,0.05,0.1,0.025,0.075,0.15,0.41916,-2.2689000000000004
"[0.725, 0.05, 0.1, 0.025, 0.1, 0.0]",0.725,0.05,0.1,0.025,0.1,0.0,0.41759999999999997,-2.4939
"[0.7, 0.05, 0.1, 0.025, 0.1, 0.025]",0.7,0.05,0.1,0.025,0.1,0.025,0.41757,-2.476
"[0.675, 0.05, 0.1, 0.025, 0.1, 0.05]",0.675,0.05,0.1,0.025,0.1,0.05,0.41769,-2.4586
"[0.6499999999999999, 0.05, 0.1, 0.025, 0.1, 0.075]",0.6499999999999999,0.05,0.1,0.025,0.1,0.075,0.41803,-2.4404000000000003
"[0.625, 0.05, 0.1, 0.025, 0.1, 0.1]",0.625,0.05,0.1,0.025,0.1,0.1,0.41849000000000003,-2.423
"[0.675, 0.05, 0.1, 0.025, 0.15, 0.0]",0.675,0.05,0.1,0.025,0.15,0.0,0.41871,-2.7312
"[0.65, 0.05, 0.1, 0.025, 0.15, 0.025]",0.65,0.05,0.1,0.025,0.15,0.025,0.41867,-2.7133
"[0.625, 0.05, 0.1, 0.025, 0.15, 0.05]",0.625,0.05,0.1,0.025,0.15,0.05,0.41887,-2.6959
"[0.6, 0.05, 0.1, 0.025, 0.15, 0.075]",0.6,0.05,0.1,0.025,0.15,0.075,0.41921,-2.678
"[0.8, 0.05, 0.1, 0.05, 0.0, 0.0]",0.8,0.05,0.1,0.05,0.0,0.0,0.41861000000000004,-2.3037
"[0.775, 0.05, 0.1, 0.05, 0.0, 0.025]",0.775,0.05,0.1,0.05,0.0,0.025,0.4186,-2.2863
"[0.75, 0.05, 0.1, 0.05, 0.0, 0.05]",0.75,0.05,0.1,0.05,0.0,0.05,0.41872,-2.2684
"[0.725, 0.05, 0.1, 0.05, 0.0, 0.075]",0.725,0.05,0.1,0.05,0.0,0.075,0.41906,-2.251
"[0.7, 0.05, 0.1, 0.05, 0.0, 0.1]",0.7,0.05,0.1,0.05,0.0,0.1,0.41955,-2.2328
"[0.65, 0.05, 0.1, 0.05, 0.0, 0.15]",0.65,0.05,0.1,0.05,0.0,0.15,0.42072,-2.1975
"[0.775, 0.05, 0.1, 0.05, 0.025, 0.0]",0.775,0.05,0.1,0.05,0.025,0.0,0.41906,-2.4227
"[0.75, 0.05, 0.1, 0.05, 0.025, 0.025]",0.75,0.05,0.1,0.05,0.025,0.025,0.41910000000000003,-2.4053
"[0.725, 0.05, 0.1, 0.05, 0.025, 0.05]",0.725,0.05,0.1,0.05,0.025,0.05,0.41925,-2.3874
"[0.7, 0.05, 0.1, 0.05, 0.025, 0.075]",0.7,0.05,0.1,0.05,0.025,0.075,0.41959,-2.3697
"[0.675, 0.05, 0.1, 0.05, 0.025, 0.1]",0.675,0.05,0.1,0.05,0.025,0.1,0.42005000000000003,-2.3518
"[0.625, 0.05, 0.1, 0.05, 0.025, 0.15]",0.625,0.05,0.1,0.05,0.025,0.15,0.4213,-2.3165
"[0.75, 0.05, 0.1, 0.05, 0.05, 0.0]",0.75,0.05,0.1,0.05,0.05,0.0,0.41958999999999996,-2.5415
"[0.725, 0.05, 0.1, 0.05, 0.05, 0.025]",0.725,0.05,0.1,0.05,0.05,0.025,0.41964999999999997,-2.5238
"[0.7, 0.05, 0.1, 0.05, 0.05, 0.05]",0.7,0.05,0.1,0.05,0.05,0.05,0.41977,-2.5059
"[0.675, 0.05, 0.1, 0.05, 0.05, 0.075]",0.675,0.05,0.1,0.05,0.05,0.075,0.42013999999999996,-2.4885
"[0.6499999999999999, 0.05, 0.1, 0.05, 0.05, 0.1]",0.6499999999999999,0.05,0.1,0.05,0.05,0.1,0.4206,-2.4706
"[0.6, 0.05, 0.1, 0.05, 0.05, 0.15]",0.6,0.05,0.1,0.05,0.05,0.15,0.4218,-2.4353
"[0.725, 0.05, 0.1, 0.05, 0.075, 0.0]",0.725,0.05,0.1,0.05,0.075,0.0,0.42011,-2.66
"[0.7, 0.05, 0.1, 0.05, 0.075, 0.025]",0.7,0.05,0.1,0.05,0.075,0.025,0.42017,-2.6421
"[0.675, 0.05, 0.1, 0.05, 0.075, 0.05]",0.675,0.05,0.1,0.05,0.075,0.05,0.42037,-2.6247
"[0.65, 0.05, 0.1, 0.05, 0.075, 0.075]",0.65,0.05,0.1,0.05,0.075,0.075,0.42071000000000003,-2.6073000000000004
"[0.625, 0.05, 0.1, 0.05, 0.075, 0.1]",0.625,0.05,0.1,0.05,0.075,0.1,0.42118,-2.5894
"[0.7, 0.05, 0.1, 0.05, 0.1, 0.0]",0.7,0.05,0.1,0.05,0.1,0.0,0.42066000000000003,-2.7788
"[0.675, 0.05, 0.1, 0.05, 0.1, 0.025]",0.675,0.05,0.1,0.05,0.1,0.025,0.42072,-2.7609
"[0.6499999999999999, 0.05, 0.1, 0.05, 0.1, 0.05]",0.6499999999999999,0.05,0.1,0.05,0.1,0.05,0.42091999999999996,-2.7435
"[0.625, 0.05, 0.1, 0.05, 0.1, 0.075]",0.625,0.05,0.1,0.05,0.1,0.075,0.42125999999999997,-2.7256
"[0.6, 0.05, 0.1, 0.05, 0.1, 0.1]",0.6,0.05,0.1,0.05,0.1,0.1,0.4217,-2.7082
"[0.65, 0.05, 0.1, 0.05, 0.15, 0.0]",0.65,0.05,0.1,0.05,0.15,0.0,0.42186,-3.0164
"[0.625, 0.05, 0.1, 0.05, 0.15, 0.025]",0.625,0.05,0.1,0.05,0.15,0.025,0.42191999999999996,-2.9985
"[0.6, 0.05, 0.1, 0.05, 0.15, 0.05]",0.6,0.05,0.1,0.05,0.15,0.05,0.42212,-2.9810999999999996
"[0.775, 0.05, 0.1, 0.075, 0.0, 0.0]",0.775,0.05,0.1,0.075,0.0,0.0,0.42213,-2.5888
"[0.75, 0.05, 0.1, 0.075, 0.0, 0.025]",0.75,0.05,0.1,0.075,0.0,0.025,0.42219,-2.5714
"[0.725, 0.05, 0.1, 0.075, 0.0, 0.05]",0.725,0.05,0.1,0.075,0.0,0.05,0.42239000000000004,-2.5535
"[0.7, 0.05, 0.1, 0.075, 0.0, 0.075]",0.7,0.05,0.1,0.075,0.0,0.075,0.42271000000000003,-2.5361
"[0.675, 0.05, 0.1, 0.075, 0.0, 0.1]",0.675,0.05,0.1,0.075,0.0,0.1,0.42317,-2.5182
"[0.625, 0.05, 0.1, 0.075, 0.0, 0.15]",0.625,0.05,0.1,0.075,0.0,0.15,0.42440999999999995,-2.4829000000000003
"[0.75, 0.05, 0.1, 0.075, 0.025, 0.0]",0.75,0.05,0.1,0.075,0.025,0.0,0.42269999999999996,-2.7076000000000002
"[0.725, 0.05, 0.1, 0.075, 0.025, 0.025]",0.725,0.05,0.1,0.075,0.025,0.025,0.42274,-2.6902
"[0.7, 0.05, 0.1, 0.075, 0.025, 0.05]",0.7,0.05,0.1,0.075,0.025,0.05,0.42294,-2.6723000000000003
"[0.675, 0.05, 0.1, 0.075, 0.025, 0.075]",0.675,0.05,0.1,0.075,0.025,0.075,0.42325999999999997,-2.6549
"[0.6499999999999999, 0.05, 0.1, 0.075, 0.025, 0.1]",0.6499999999999999,0.05,0.1,0.075,0.025,0.1,0.42372,-2.6370000000000005
"[0.6, 0.05, 0.1, 0.075, 0.025, 0.15]",0.6,0.05,0.1,0.075,0.025,0.15,0.42496,-2.6017
"[0.725, 0.05, 0.1, 0.075, 0.05, 0.0]",0.725,0.05,0.1,0.075,0.05,0.0,0.42325,-2.8264000000000005
"[0.7, 0.05, 0.1, 0.075, 0.05, 0.025]",0.7,0.05,0.1,0.075,0.05,0.025,0.42330999999999996,-2.809
"[0.675, 0.05, 0.1, 0.075, 0.05, 0.05]",0.675,0.05,0.1,0.075,0.05,0.05,0.42349000000000003,-2.7911
"[0.65, 0.05, 0.1, 0.075, 0.05, 0.075]",0.65,0.05,0.1,0.075,0.05,0.075,0.42383000000000004,-2.7737
"[0.625, 0.05, 0.1, 0.075, 0.05, 0.1]",0.625,0.05,0.1,0.075,0.05,0.1,0.42427000000000004,-2.7558000000000002
"[0.7, 0.05, 0.1, 0.075, 0.075, 0.0]",0.7,0.05,0.1,0.075,0.075,0.0,0.42385,-2.9452000000000003
"[0.675, 0.05, 0.1, 0.075, 0.075, 0.025]",0.675,0.05,0.1,0.075,0.075,0.025,0.42391,-2.9278
"[0.65, 0.05, 0.1, 0.075, 0.075, 0.05]",0.65,0.05,0.1,0.075,0.075,0.05,0.42406,-2.9099
"[0.625, 0.05, 0.1, 0.075, 0.075, 0.075]",0.625,0.05,0.1,0.075,0.075,0.075,0.42438,-2.8925
"[0.6, 0.05, 0.1, 0.075, 0.075, 0.1]",0.6,0.05,0.1,0.075,0.075,0.1,0.42482,-2.8746
"[0.675, 0.05, 0.1, 0.075, 0.1, 0.0]",0.675,0.05,0.1,0.075,0.1,0.0,0.42459,-3.064
"[0.6499999999999999, 0.05, 0.1, 0.075, 0.1, 0.025]",0.6499999999999999,0.05,0.1,0.075,0.1,0.025,0.42448,-3.0466
"[0.625, 0.05, 0.1, 0.075, 0.1, 0.05]",0.625,0.05,0.1,0.075,0.1,0.05,0.42466,-3.0286999999999997
"[0.6, 0.05, 0.1, 0.075, 0.1, 0.075]",0.6,0.05,0.1,0.075,0.1,0.075,0.42498,-3.0113000000000003
"[0.625, 0.05, 0.1, 0.075, 0.15, 0.0]",0.625,0.05,0.1,0.075,0.15,0.0,0.42601999999999995,-3.3016
"[0.6, 0.05, 0.1, 0.075, 0.15, 0.025]",0.6,0.05,0.1,0.075,0.15,0.025,0.42579,-3.2837000000000005
"[0.75, 0.05, 0.1, 0.1, 0.0, 0.0]",0.75,0.05,0.1,0.1,0.0,0.0,0.4265,-2.8740000000000006
"[0.725, 0.05, 0.1, 0.1, 0.0, 0.025]",0.725,0.05,0.1,0.1,0.0,0.025,0.42633,-2.8566000000000003
"[0.7, 0.05, 0.1, 0.1, 0.0, 0.05]",0.7,0.05,0.1,0.1,0.0,0.05,0.42654,-2.8387000000000002
"[0.675, 0.05, 0.1, 0.1, 0.0, 0.075]",0.675,0.05,0.1,0.1,0.0,0.075,0.42684,-2.8213000000000004
"[0.6499999999999999, 0.05, 0.1, 0.1, 0.0, 0.1]",0.6499999999999999,0.05,0.1,0.1,0.0,0.1,0.42730999999999997,-2.8034
"[0.6, 0.05, 0.1, 0.1, 0.0, 0.15]",0.6,0.05,0.1,0.1,0.0,0.15,0.42854000000000003,-2.7681
"[0.725, 0.05, 0.1, 0.1, 0.025, 0.0]",0.725,0.05,0.1,0.1,0.025,0.0,0.42719,-2.9928
"[0.7, 0.05, 0.1, 0.1, 0.025, 0.025]",0.7,0.05,0.1,0.1,0.025,0.025,0.42693000000000003,-2.9754000000000005
"[0.675, 0.05, 0.1, 0.1, 0.025, 0.05]",0.675,0.05,0.1,0.1,0.025,0.05,0.42708,-2.9575
"[0.6499999999999999, 0.05, 0.1, 0.1, 0.025, 0.075]",0.6499999999999999,0.05,0.1,0.1,0.025,0.075,0.42741,-2.9401
"[0.625, 0.05, 0.1, 0.1, 0.025, 0.1]",0.625,0.05,0.1,0.1,0.025,0.1,0.42786,-2.9222
"[0.7, 0.05, 0.1, 0.1, 0.05, 0.0]",0.7,0.05,0.1,0.1,0.05,0.0,0.42785,-3.1116
"[0.675, 0.05, 0.1, 0.1, 0.05, 0.025]",0.675,0.05,0.1,0.1,0.05,0.025,0.42762,-3.0942000000000003
"[0.6499999999999999, 0.05, 0.1, 0.1, 0.05, 0.05]",0.6499999999999999,0.05,0.1,0.1,0.05,0.05,0.42767999999999995,-3.0763000000000003
"[0.625, 0.05, 0.1, 0.1, 0.05, 0.075]",0.625,0.05,0.1,0.1,0.05,0.075,0.42798,-3.0589
"[0.6, 0.05, 0.1, 0.1, 0.05, 0.1]",0.6,0.05,0.1,0.1,0.05,0.1,0.42843,-3.0410000000000004
"[0.675, 0.05, 0.1, 0.1, 0.075, 0.0]",0.675,0.05,0.1,0.1,0.075,0.0,0.42854000000000003,-3.2304000000000004
"[0.6499999999999999, 0.05, 0.1, 0.1, 0.075, 0.025]",0.6499999999999999,0.05,0.1,0.1,0.075,0.025,0.42835999999999996,-3.213
"[0.625, 0.05, 0.1, 0.1, 0.075, 0.05]",0.625,0.05,0.1,0.1,0.075,0.05,0.4283,-3.1951
"[0.6, 0.05, 0.1, 0.1, 0.075, 0.075]",0.6,0.05,0.1,0.1,0.075,0.075,0.42863,-3.1776999999999997
"[0.6499999999999999, 0.05, 0.1, 0.1, 0.1, 0.0]",0.6499999999999999,0.05,0.1,0.1,0.1,0.0,0.4293,-3.3492
"[0.625, 0.05, 0.1, 0.1, 0.1, 0.025]",0.625,0.05,0.1,0.1,0.1,0.025,0.42905,-3.3318
"[0.6, 0.05, 0.1, 0.1, 0.1, 0.05]",0.6,0.05,0.1,0.1,0.1,0.05,0.42896,-3.3139000000000003
"[0.6, 0.05, 0.1, 0.1, 0.15, 0.0]",0.6,0.05,0.1,0.1,0.15,0.0,0.43077,-3.5866999999999996
"[0.7, 0.05, 0.1, 0.15, 0.0, 0.0]",0.7,0.05,0.1,0.15,0.0,0.0,0.43714,-3.4446
"[0.675, 0.05, 0.1, 0.15, 0.0, 0.025]",0.675,0.05,0.1,0.15,0.0,0.025,0.4369,-3.4267000000000003
"[0.65, 0.05, 0.1, 0.15, 0.0, 0.05]",0.65,0.05,0.1,0.15,0.0,0.05,0.43681000000000003,-3.4093
"[0.625, 0.05, 0.1, 0.15, 0.0, 0.075]",0.625,0.05,0.1,0.15,0.0,0.075,0.43686,-3.3914
"[0.6, 0.05, 0.1, 0.15, 0.0, 0.1]",0.6,0.05,0.1,0.15,0.0,0.1,0.43705,-3.3740000000000006
"[0.675, 0.05, 0.1, 0.15, 0.025, 0.0]",0.675,0.05,0.1,0.15,0.025,0.0,0.43782,-3.5629
"[0.65, 0.05, 0.1, 0.15, 0.025, 0.025]",0.65,0.05,0.1,0.15,0.025,0.025,0.43761,-3.5455
"[0.625, 0.05, 0.1, 0.15, 0.025, 0.05]",0.625,0.05,0.1,0.15,0.025,0.05,0.43752,-3.5281
"[0.6, 0.05, 0.1, 0.15, 0.025, 0.075]",0.6,0.05,0.1,0.15,0.025,0.075,0.43757,-3.5102000000000007
"[0.65, 0.05, 0.1, 0.15, 0.05, 0.0]",0.65,0.05,0.1,0.15,0.05,0.0,0.43855,-3.6817
"[0.625, 0.05, 0.1, 0.15, 0.05, 0.025]",0.625,0.05,0.1,0.15,0.05,0.025,0.43835,-3.6643000000000003
"[0.6, 0.05, 0.1, 0.15, 0.05, 0.05]",0.6,0.05,0.1,0.15,0.05,0.05,0.43823,-3.6464
"[0.625, 0.05, 0.1, 0.15, 0.075, 0.0]",0.625,0.05,0.1,0.15,0.075,0.0,0.43931,-3.8005
"[0.6, 0.05, 0.1, 0.15, 0.075, 0.025]",0.6,0.05,0.1,0.15,0.075,0.025,0.43908,-3.7831
"[0.6, 0.05, 0.1, 0.15, 0.1, 0.0]",0.6,0.05,0.1,0.15,0.1,0.0,0.44004,-3.9195
"[0.8, 0.05, 0.15, 0.0, 0.0, 0.0]",0.8,0.05,0.15,0.0,0.0,0.0,0.41507000000000005,-2.0575
"[0.775, 0.05, 0.15, 0.0, 0.0, 0.025]",0.775,0.05,0.15,0.0,0.0,0.025,0.41496,-2.0401
"[0.75, 0.05, 0.15, 0.0, 0.0, 0.05]",0.75,0.05,0.15,0.0,0.0,0.05,0.41503999999999996,-2.0221999999999998
"[0.725, 0.05, 0.15, 0.0, 0.0, 0.075]",0.725,0.05,0.15,0.0,0.0,0.075,0.41524,-2.0048
"[0.7, 0.05, 0.15, 0.0, 0.0, 0.1]",0.7,0.05,0.15,0.0,0.0,0.1,0.41561000000000003,-1.9869
"[0.65, 0.05, 0.15, 0.0, 0.0, 0.15]",0.65,0.05,0.15,0.0,0.0,0.15,0.41684999999999994,-1.9516
"[0.775, 0.05, 0.15, 0.0, 0.025, 0.0]",0.775,0.05,0.15,0.0,0.025,0.0,0.41547999999999996,-2.1765
"[0.75, 0.05, 0.15, 0.0, 0.025, 0.025]",0.75,0.05,0.15,0.0,0.025,0.025,0.41542,-2.1591
"[0.725, 0.05, 0.15, 0.0, 0.025, 0.05]",0.725,0.05,0.15,0.0,0.025,0.05,0.41552,-2.1412
"[0.7, 0.05, 0.15, 0.0, 0.025, 0.075]",0.7,0.05,0.15,0.0,0.025,0.075,0.41572,-2.1238
"[0.675, 0.05, 0.15, 0.0, 0.025, 0.1]",0.675,0.05,0.15,0.0,0.025,0.1,0.41613999999999995,-2.1059
"[0.625, 0.05, 0.15, 0.0, 0.025, 0.15]",0.625,0.05,0.15,0.0,0.025,0.15,0.41733,-2.0705999999999998
"[0.75, 0.05, 0.15, 0.0, 0.05, 0.0]",0.75,0.05,0.15,0.0,0.05,0.0,0.41596,-2.2953
"[0.725, 0.05, 0.15, 0.0, 0.05, 0.025]",0.725,0.05,0.15,0.0,0.05,0.025,0.41589999999999994,-2.2779000000000003
"[0.7, 0.05, 0.15, 0.0, 0.05, 0.05]",0.7,0.05,0.15,0.0,0.05,0.05,0.41598,-2.2600000000000002
"[0.675, 0.05, 0.15, 0.0, 0.05, 0.075]",0.675,0.05,0.15,0.0,0.05,0.075,0.41623,-2.2426
"[0.65, 0.05, 0.15, 0.0, 0.05, 0.1]",0.65,0.05,0.15,0.0,0.05,0.1,0.41664,-2.2247000000000003
"[0.6, 0.05, 0.15, 0.0, 0.05, 0.15]",0.6,0.05,0.15,0.0,0.05,0.15,0.41786,-2.1894
"[0.725, 0.05, 0.15, 0.0, 0.075, 0.0]",0.725,0.05,0.15,0.0,0.075,0.0,0.41649,-2.4141
"[0.7, 0.05, 0.15, 0.0, 0.075, 0.025]",0.7,0.05,0.15,0.0,0.075,0.025,0.41636,-2.3967
"[0.675, 0.05, 0.15, 0.0, 0.075, 0.05]",0.675,0.05,0.15,0.0,0.075,0.05,0.41649,-2.3788
"[0.65, 0.05, 0.15, 0.0, 0.075, 0.075]",0.65,0.05,0.15,0.0,0.075,0.075,0.41675999999999996,-2.3614
"[0.625, 0.05, 0.15, 0.0, 0.075, 0.1]",0.625,0.05,0.15,0.0,0.075,0.1,0.41717,-2.3434999999999997
"[0.7, 0.05, 0.15, 0.0, 0.1, 0.0]",0.7,0.05,0.15,0.0,0.1,0.0,0.41700000000000004,-2.5329
"[0.675, 0.05, 0.15, 0.0, 0.1, 0.025]",0.675,0.05,0.15,0.0,0.1,0.025,0.41691999999999996,-2.5155000000000003
"[0.65, 0.05, 0.15, 0.0, 0.1, 0.05]",0.65,0.05,0.15,0.0,0.1,0.05,0.41702,-2.4976000000000003
"[0.625, 0.05, 0.15, 0.0, 0.1, 0.075]",0.625,0.05,0.15,0.0,0.1,0.075,0.41728999999999994,-2.4802
"[0.6, 0.05, 0.15, 0.0, 0.1, 0.1]",0.6,0.05,0.15,0.0,0.1,0.1,0.41774999999999995,-2.4623
"[0.65, 0.05, 0.15, 0.0, 0.15, 0.0]",0.65,0.05,0.15,0.0,0.15,0.0,0.41803999999999997,-2.7705
"[0.625, 0.05, 0.15, 0.0, 0.15, 0.025]",0.625,0.05,0.15,0.0,0.15,0.025,0.41806,-2.7531
"[0.6, 0.05, 0.15, 0.0, 0.15, 0.05]",0.6,0.05,0.15,0.0,0.15,0.05,0.41816,-2.7352
"[0.775, 0.05, 0.15, 0.025, 0.0, 0.0]",0.775,0.05,0.15,0.025,0.0,0.0,0.41742,-2.3429
"[0.75, 0.05, 0.15, 0.025, 0.0, 0.025]",0.75,0.05,0.15,0.025,0.0,0.025,0.41735999999999995,-2.3255
"[0.725, 0.05, 0.15, 0.025, 0.0, 0.05]",0.725,0.05,0.15,0.025,0.0,0.05,0.41749,-2.3076
"[0.7, 0.05, 0.15, 0.025, 0.0, 0.075]",0.7,0.05,0.15,0.025,0.0,0.075,0.41776,-2.2902
"[0.675, 0.05, 0.15, 0.025, 0.0, 0.1]",0.675,0.05,0.15,0.025,0.0,0.1,0.41819000000000006,-2.2723
"[0.625, 0.05, 0.15, 0.025, 0.0, 0.15]",0.625,0.05,0.15,0.025,0.0,0.15,0.41944000000000004,-2.2375
